q,Kw,seed,arm,n,m,full,I,P,C,W
90,0,29,real,3701,10,0.40151173785617567,0.3383043882233934,0.05880620505681413,0.004401144575968149,0.0
90,0,29,perm,3701,10,0.3959176487098417,0.3380237367206477,0.0580683956757931,-0.00017448368659915095,0.0
90,0,47,real,3701,10,0.4060667590312863,0.3314794383868427,0.0687967932261773,0.005790527418266374,0.0
90,0,47,perm,3701,10,0.40148047953124477,0.33144289153746576,0.06988012543172986,0.00015746256204914505,0.0
90,1,11,real,3701,10,0.440875581259231,0.32685718900149763,0.07711892431258563,0.0038153943434970547,0.03308407360165061
90,1,11,perm,3701,10,0.43654039089776553,0.3283202539960359,0.07641482140347827,-0.002067147114984356,0.03387246261323567
90,1,29,real,3701,10,0.4509066587024525,0.3355178091858213,0.07428749708490215,0.002752942049465301,0.038348410382263776
90,1,29,perm,3701,10,0.4491606143851449,0.3353764331697767,0.0736360251480777,-1.1470264037684766e-05,0.04015962633132809
90,1,47,real,3701,10,0.4598867132381149,0.32645832200189007,0.08500621672184408,0.004928586861484535,0.04349358765289624
90,1,47,perm,3701,10,0.4559257750970941,0.32602879855732014,0.08558291275817659,5.7999066984208204e-05,0.044256064714613144
92,0,11,real,3593,18,0.3179409068990854,0.20402248395552516,0.08359505305461498,0.030323369888945222,0.0
92,0,11,perm,3593,18,0.2869459180270785,0.206255555769752,0.08219963784398673,-0.0015092755866602894,0.0
92,0,29,real,3593,18,0.295307684087746,0.18200013292382108,0.08722619655181635,0.026081354612108528,0.0
92,0,29,perm,3593,18,0.2699291488587908,0.18421537062205243,0.08591495403574312,-0.00020117579900474913,0.0
92,0,47,real,3593,18,0.30740093597067897,0.1851217749598391,0.09331843186260158,0.028960729148238273,0.0
92,0,47,perm,3593,18,0.2786792645023185,0.1866870159997973,0.09270939868968303,-0.0007171501871618412,0.0
92,1,11,real,3593,18,0.2906030252111307,0.19666263257267602,0.08573577902888291,0.025777061437849046,-0.01757244782827729
92,1,11,perm,3593,18,0.26872677867896233,0.19891536316850386,0.08409475339265489,-0.001383237045837815,-0.012900100836358638
92,1,29,real,3593,18,0.2799425072174968,0.1751675842001613,0.09309698481747171,0.021269655553079414,-0.009591717353215623
92,1,29,perm,3593,18,0.26304922794748375,0.17668752489080655,0.09126902779011585,-0.000164241119128448,-0.004743083614310205
92,1,47,real,3593,18,0.2826998895288235,0.17819826237468991,0.09915267628319598,0.023826964058419005,-0.018478013187481365
92,1,47,perm,3593,18,0.26268788310301594,0.17893727542568336,0.0978933076524501,-0.0007578010323086303,-0.013384898942808893
93,0,11,real,3228,21,0.39331090588266626,0.2348312593433879,0.11876437157381022,0.03971527496546814,0.0
93,0,11,perm,3228,21,0.3513793318377545,0.2352103159568352,0.11716620186442936,-0.0009971859835100814,0.0
93,0,29,real,3228,21,0.39642909788177183,0.24401580517037497,0.11205043703677872,0.04036285567461815,0.0
93,0,29,perm,3228,21,0.3540564030594553,0.24337481050097334,0.11159017476432367,-0.0009085822058417421,0.0
93,0,47,real,3228,21,0.3926053755367621,0.24382628254412042,0.10367728012928185,0.04510181286335985,0.0
93,0,47,perm,3228,21,0.3456231823559165,0.2454160244808994,0.1019946263587432,-0.001787468483726092,0.0
93,1,11,real,3228,21,0.38570424791441027,0.23475694719683338,0.1257462801334413,0.019630152101821036,0.005570868482314536
93,1,11,perm,3228,21,0.38347738809086707,0.23573656166192297,0.12292584178705168,-0.0009190963437896623,0.025734080985682056
93,1,29,real,3228,21,0.38517584107322,0.244097497412986,0.1180378905558656,0.019436948290578394,0.0036035048137900037
93,1,29,perm,3228,21,0.38406494346596587,0.24426040064667495,0.11612064012515655,-0.0008770458547685821,0.024560948548902922
93,1,47,real,3228,21,0.395609502846055,0.24346360096432368,0.11010519474190533,0.024556445353671703,0.01748426178615429
93,1,47,perm,3228,21,0.38938937567715604,0.24557595499607224,0.1072154465693443,-0.0016095618339145117,0.038207535945654014
