seed,a,b,tier,cca,null
3,36,62,tier4 all other pairs,0.311260871224836,0.0862388214235008
3,36,63,tier4 all other pairs,0.6590619306562661,0.07018123146072644
3,36,67,tier4 all other pairs,0.20236093677076988,0.0639395017416493
3,36,73,tier4 all other pairs,0.2906990838676089,0.050650212671026436
3,36,77,tier4 all other pairs,0.5679834685921155,0.0544105983120373
3,36,79,tier4 all other pairs,0.272339474782673,0.033601037471481646
3,36,81,tier4 all other pairs,0.20693481696686034,0.03371079462327923
3,36,90,tier4 all other pairs,0.10674276640982205,0.04338695257056741
3,36,92,tier4 all other pairs,0.6104595929933974,0.05095142267077899
3,36,93,tier4 all other pairs,0.5104008046906778,0.04225502193839044
3,39,42,tier4 all other pairs,0.4570751913434368,0.04455131953946955
3,39,48,tier4 all other pairs,0.2557167800767777,0.034232400700613744
3,39,55,tier4 all other pairs,0.14760478748167008,0.11967042385586388
3,39,62,tier4 all other pairs,0.29737856490161746,0.08004110832939748
3,39,63,tier4 all other pairs,0.1812903202902983,0.009460490954949196
3,39,67,tier4 all other pairs,0.23914633462349705,0.0401472135825585
3,39,73,tier4 all other pairs,0.35614717012512365,0.0783607798400066
3,39,77,tier4 all other pairs,0.19960724994489162,0.050729583604377994
3,39,79,tier4 all other pairs,0.26017011423833414,0.0695777545701227
3,42,48,tier4 all other pairs,0.22426247887622544,0.06924409163295349
3,42,55,tier4 all other pairs,0.19297131381414387,0.05989067753291233
3,42,62,tier4 all other pairs,0.20196805981230037,0.08002827560603828
3,42,63,tier4 all other pairs,0.20466087436095365,0.04696049751857911
3,42,67,tier4 all other pairs,0.33408138309182006,0.04430317805747623
3,42,73,tier4 all other pairs,0.629728843263445,0.013563858613003769
3,42,77,tier4 all other pairs,0.3384950828491729,0.05726046095169516
3,42,79,tier4 all other pairs,0.3645392349793434,0.0886981123756965
3,48,51,tier4 all other pairs,0.06833847243010427,0.10011928094073431
3,48,53,tier4 all other pairs,0.16107143176506866,0.032243176022756254
3,48,55,tier4 all other pairs,0.1954280829591108,0.048878952583686436
3,48,62,tier4 all other pairs,0.24091304046928122,0.01666925407708995
3,48,63,tier4 all other pairs,0.24548837914885172,0.037694604140348587
3,48,67,tier4 all other pairs,0.3325047258300515,0.04082763257543641
3,48,73,tier4 all other pairs,0.1370499965670469,0.09059626237021685
3,48,77,tier4 all other pairs,0.2184601567805065,0.05637140294158652
3,48,79,tier4 all other pairs,0.1557893134870725,0.049884178887346184
3,48,85,tier4 all other pairs,0.1613571735788846,0.057925839137968047
3,48,90,tier4 all other pairs,0.15084072465040038,0.08180723937224856
3,48,92,tier4 all other pairs,0.35087169315553074,0.011897496628623168
3,48,93,tier4 all other pairs,0.32853998418841324,0.09070360829592569
3,48,96,tier4 all other pairs,0.09901251468791687,0.04922519877873903
3,51,67,tier4 all other pairs,0.08068464770706625,0.08370461292852349
3,51,79,tier4 all other pairs,0.11822217244527265,0.022526742175667393
3,53,55,tier4 all other pairs,0.21879427246012909,0.09244294055490872
3,53,62,tier4 all other pairs,0.2939330177642936,0.1077570407647742
3,53,63,tier4 all other pairs,0.34654665399069323,0.028360313422302053
3,53,67,tier4 all other pairs,0.20041321033640166,0.08595240553419915
3,53,73,tier4 all other pairs,0.4071470267123385,0.052326399498679045
3,53,77,tier4 all other pairs,0.22208771478777034,0.04806548762662742
3,53,79,tier4 all other pairs,0.3352702202099021,0.039545666772585655
3,53,81,tier4 all other pairs,0.23945418295819265,0.019490116234453382
3,55,62,tier4 all other pairs,0.36168566027846855,0.04847312487485241
3,55,63,tier4 all other pairs,0.31489522379160007,0.03213326078423855
3,55,67,tier4 all other pairs,0.30702609876017023,0.015628753628801437
3,55,73,tier4 all other pairs,0.21478172965460612,0.02989856805240664
3,55,77,tier4 all other pairs,0.5312704084391057,0.05597796359349113
3,55,79,tier4 all other pairs,0.2605690293584574,0.052799634260781665
3,55,81,tier4 all other pairs,0.35615572387364064,0.047355636997422415
3,55,83,tier3 fluid<->non-fluid,0.13060785016622845,0.0330654169495918
3,55,85,tier4 all other pairs,0.12616742835229097,0.03469404718292033
3,55,90,tier4 all other pairs,0.07213220794887613,0.02420869253106649
3,55,92,tier4 all other pairs,0.24616770908092997,0.03407494024502952
3,55,93,tier4 all other pairs,0.4151939369585299,0.01964172211324493
3,55,96,tier4 all other pairs,0.2307941835491009,0.06777143458676937
3,62,63,tier4 all other pairs,0.39128397201752774,0.05481018029223522
3,62,67,tier4 all other pairs,0.28644764486021296,0.03375584967717699
3,62,73,tier4 all other pairs,0.0340921609061645,0.03845752798903646
3,62,77,tier4 all other pairs,0.2727872516136239,0.09051357002393765
3,62,79,tier4 all other pairs,0.24325863829519073,0.043173086657827334
3,62,83,tier3 fluid<->non-fluid,0.2121492095873395,0.03389438799607912
3,62,85,tier4 all other pairs,0.2441269247845398,0.042249207465355106
3,62,90,tier4 all other pairs,0.051214429296238144,0.0574431677413971
3,62,92,tier4 all other pairs,0.4636531282979446,0.03523942690011544
3,62,93,tier4 all other pairs,0.3443248323637202,0.09143363933398571
3,62,96,tier4 all other pairs,0.6877069209705825,0.06525843035761861
3,63,67,tier4 all other pairs,0.36478595121967955,0.03874815573337937
3,63,73,tier4 all other pairs,0.3267988753293717,0.05222850012014392
3,63,77,tier4 all other pairs,0.2992397854930874,0.03288351430401942
3,63,79,tier4 all other pairs,0.17889495250481288,0.05815141635443141
3,63,81,tier4 all other pairs,0.14073540816055627,0.05922301829268175
3,63,83,tier3 fluid<->non-fluid,0.18122385201014415,0.09183068129120771
3,67,73,tier4 all other pairs,0.24937726861591672,0.033601702463472626
3,67,77,tier4 all other pairs,0.23363591924319438,0.040201934460496316
3,67,79,tier4 all other pairs,0.26461630849102435,0.05402660777037228
3,67,81,tier4 all other pairs,0.42206861042066096,0.01777029280211683
3,67,83,tier3 fluid<->non-fluid,0.209451445761107,0.09310365452645256
3,67,85,tier4 all other pairs,0.0997531822689074,0.028549300014647824
3,67,90,tier4 all other pairs,0.07445986424922686,0.025089277215754914
3,67,91,tier4 all other pairs,0.22831386566959955,0.07468051015866964
3,67,92,tier4 all other pairs,0.35155252338310417,0.0460334150684818
3,67,93,tier4 all other pairs,0.29955239521583266,0.02660353651794143
3,67,96,tier4 all other pairs,0.23581049001116083,0.04723731494717036
3,73,77,tier4 all other pairs,0.3296736025514451,0.04346084691014046
3,73,79,tier4 all other pairs,0.345322118479414,0.0271073811163161
3,73,81,tier4 all other pairs,0.397747770730304,0.19750710222975826
3,77,79,tier4 all other pairs,0.3051693062660184,0.032217136074952246
3,77,81,tier4 all other pairs,0.17599424877677228,0.05127470212600546
3,77,83,tier3 fluid<->non-fluid,0.3896398229894063,0.06127745327316406
3,79,81,tier4 all other pairs,0.20104545826038223,0.03344664431537735
3,79,83,tier3 fluid<->non-fluid,0.34874516779346604,0.021053226726119204
3,79,85,tier4 all other pairs,0.2853250172071641,0.040535492919411324
3,79,90,tier4 all other pairs,0.14579006272927306,0.08789490713557001
3,79,91,tier4 all other pairs,0.36246335746205055,0.08238713947723365
3,79,92,tier4 all other pairs,0.2331862972534093,0.06506554234840502
3,79,93,tier4 all other pairs,0.276773161800109,0.03024934260457877
3,79,96,tier4 all other pairs,0.27610335513026196,0.060388256075811296
3,85,90,tier4 all other pairs,0.07838125989735621,0.05383299742260341
3,85,91,tier4 all other pairs,0.2504350216330866,0.10255524932560892
3,85,92,tier4 all other pairs,0.35478957607977746,0.057043125455621
3,85,93,tier4 all other pairs,0.12725246864321282,0.014998452385999114
3,85,96,tier4 all other pairs,0.2796064069732427,0.04431333246846306
3,90,91,tier4 all other pairs,0.06547746950540684,0.06511447396898887
3,90,92,tier4 all other pairs,0.1873025129926115,0.026859248556262448
3,90,93,tier4 all other pairs,0.05478877614988596,0.0370970340909843
3,90,96,tier4 all other pairs,0.07991019344285004,0.04561471501219691
3,91,92,tier4 all other pairs,0.28656865320210867,0.052346358063866505
3,91,93,tier4 all other pairs,0.2878900254441977,0.015047069549932698
3,91,96,tier4 all other pairs,0.19441532357469657,0.09371637962261295
3,92,93,tier4 all other pairs,0.3997811404900663,0.04574795494543611
3,92,96,tier4 all other pairs,0.269277856885303,0.0240324456671199
3,93,96,tier4 all other pairs,0.3406335247356851,0.05681812580477949
4,1,4,tier4 all other pairs,0.5851928060233073,0.0249259263703041
4,1,7,tier3 fluid<->non-fluid,0.2514123771881198,0.03933110727923684
4,1,8,tier3 fluid<->non-fluid,0.15147202093947718,0.04989136996726877
4,1,9,tier3 fluid<->non-fluid,0.3436232039847859,0.05396471925097353
4,1,11,tier3 fluid<->non-fluid,0.17594373714272146,0.051022221371463575
4,1,13,tier4 all other pairs,0.3547159830843891,0.039502709875356624
4,1,17,tier4 all other pairs,0.21520689547306684,0.10506978331602686
4,1,19,tier4 all other pairs,0.34973494227047675,0.029285383477273903
4,1,20,tier4 all other pairs,0.21627332002985192,0.024981673516268683
4,1,29,tier4 all other pairs,0.2936260192426028,0.012025635018910222
4,1,36,tier4 all other pairs,0.3997390669845026,0.035804713490805246
4,1,39,tier4 all other pairs,0.2695399692315231,0.03721934743858275
4,1,42,tier4 all other pairs,0.22029507055375963,0.04303324640457901
4,1,48,tier4 all other pairs,0.19024612781012615,0.04878164374086284
4,1,51,tier4 all other pairs,0.27513068119155376,0.06739648035040925
4,1,53,tier4 all other pairs,0.3701024320374097,0.04571556040623516
4,1,55,tier4 all other pairs,0.3442639375005543,0.03232026727601358
4,1,62,tier4 all other pairs,0.5383399029955751,0.01589007673620406
4,1,63,tier4 all other pairs,0.37040596101049217,0.0270072276029205
4,1,67,tier4 all other pairs,0.1977634084906719,0.013260070513628486
4,1,73,tier4 all other pairs,0.34388415251066895,0.04571287320637139
4,1,77,tier4 all other pairs,0.6307550125978731,0.019642635520742788
4,1,79,tier4 all other pairs,0.2798247894701508,0.00961716833944959
4,1,81,tier4 all other pairs,0.20432056388657174,0.02057674755219069
4,1,83,tier3 fluid<->non-fluid,0.2742721526134143,0.040031492638319975
4,1,85,tier4 all other pairs,0.3195140582073448,0.10517885855628635
4,1,90,tier4 all other pairs,0.19627827742574608,0.04444948857785751
4,1,91,tier4 all other pairs,0.291896086882555,0.06537238714053009
4,1,92,tier4 all other pairs,0.46490780921117203,0.017734054776475817
4,1,93,tier4 all other pairs,0.6370638617869893,0.011807234693039783
4,1,96,tier4 all other pairs,0.270124363231543,0.04098368643793782
4,4,7,tier3 fluid<->non-fluid,0.35151046311651163,0.058516862191831887
4,4,8,tier3 fluid<->non-fluid,0.30567940149220185,0.0767887252975109
4,4,9,tier3 fluid<->non-fluid,0.4569514494752274,0.017613215902680595
4,4,11,tier3 fluid<->non-fluid,0.2546499566113513,0.04766669074568045
4,4,13,tier4 all other pairs,0.3587988302074879,0.033624885937675965
4,4,19,tier4 all other pairs,0.32863346143015754,0.025891856163799663
4,4,20,tier4 all other pairs,0.14851952115644285,0.06710714801863665
4,4,29,tier4 all other pairs,0.40480471371005794,0.09327404955692964
4,4,36,tier4 all other pairs,0.38402666715482425,0.047648888058753794
4,4,48,tier4 all other pairs,0.16897318723698945,0.06851784838377711
4,4,53,tier4 all other pairs,0.3686316833246705,0.048415155184440846
4,4,55,tier4 all other pairs,0.5304509578854173,0.05987042092559658
4,4,62,tier4 all other pairs,0.6776672625997642,0.03643141622785438
4,4,63,tier4 all other pairs,0.24266089387526538,0.03925459023565997
4,4,67,tier4 all other pairs,0.3731121789000098,0.023924706071311433
4,4,77,tier4 all other pairs,0.366058286600804,0.06705224495483988
4,4,79,tier4 all other pairs,0.3886511601168698,0.07248294830344117
4,4,83,tier3 fluid<->non-fluid,0.33400411635024624,0.0864949358144883
4,4,85,tier4 all other pairs,0.3259293188935109,0.09828371671878636
4,4,90,tier4 all other pairs,0.12894109397893308,0.08015837204985951
4,4,92,tier4 all other pairs,0.24449420589438423,0.09003324154171119
4,4,93,tier4 all other pairs,0.25623116296276227,0.027990091830415852
4,4,96,tier4 all other pairs,0.3386809029177679,0.09098897713351792
4,7,8,tier2 within fluid family,0.5199136094786744,0.0610539070813923
4,7,9,tier2 within fluid family,0.6043442264404423,0.02302176043686516
4,7,11,tier2 within fluid family,0.4759365634129573,0.07828607253876275
4,7,13,tier3 fluid<->non-fluid,0.15151945155685534,0.06655506411855804
4,7,29,tier3 fluid<->non-fluid,0.49222056256315605,0.06927587922307972
4,7,55,tier3 fluid<->non-fluid,0.14980011144466387,0.06873212570230607
4,7,62,tier3 fluid<->non-fluid,0.13194014228935252,0.10591242634115093
4,7,67,tier3 fluid<->non-fluid,0.2565150382696796,0.0905305511482603
4,7,79,tier3 fluid<->non-fluid,0.2894927186475645,0.05053185602525399
4,7,83,tier1 precum<->ejaculate,0.8648456630815672,0.06698692764728563
4,8,9,tier2 within fluid family,0.4345285803986423,0.048353875908882994
4,8,11,tier2 within fluid family,0.5033526527451208,0.07315840909347755
4,8,13,tier3 fluid<->non-fluid,0.1783059409926378,0.06907997145782155
4,8,29,tier3 fluid<->non-fluid,0.24352747162159444,0.06874051893410325
4,8,55,tier3 fluid<->non-fluid,0.09180472931135672,0.0413813457417947
4,8,62,tier3 fluid<->non-fluid,0.23274968324113887,0.07498704999282822
4,8,63,tier3 fluid<->non-fluid,0.12942603102966938,0.0754965086763006
4,8,67,tier3 fluid<->non-fluid,0.14406540405923202,0.0752792029010576
4,8,77,tier3 fluid<->non-fluid,0.1234099311543127,0.08146629490063265
4,8,79,tier3 fluid<->non-fluid,0.15550877747390507,0.030558649439167664
4,8,83,tier2 within fluid family,0.5499721805996384,0.043205029095352086
4,9,11,tier2 within fluid family,0.44840503462449355,0.11675704875643475
4,9,13,tier3 fluid<->non-fluid,0.2203114932899823,0.06010382063203026
4,9,19,tier3 fluid<->non-fluid,0.45446083420418987,0.03938766396435683
4,9,20,tier3 fluid<->non-fluid,0.10629302117300361,0.040546541651674345
4,9,29,tier3 fluid<->non-fluid,0.52021664379153,0.04423772831146019
4,9,36,tier3 fluid<->non-fluid,0.1722369884073933,0.06456736516296263
4,9,48,tier3 fluid<->non-fluid,0.10077329307523537,0.09916334900663164
4,9,53,tier3 fluid<->non-fluid,0.26352860331136146,0.1292289466421617
4,9,55,tier3 fluid<->non-fluid,0.15662934976263573,0.047359001061320606
4,9,62,tier3 fluid<->non-fluid,0.23583941648686363,0.013325237286217099
4,9,63,tier3 fluid<->non-fluid,0.17729998596162017,0.11016833969742461
4,9,67,tier3 fluid<->non-fluid,0.313715184717695,0.08041521007152218
4,9,77,tier3 fluid<->non-fluid,0.37272896615859485,0.05603068593415596
4,9,79,tier3 fluid<->non-fluid,0.3900427794664725,0.03040097530502044
4,9,83,tier2 within fluid family,0.6742238563222686,0.049295934430367144
4,9,90,tier3 fluid<->non-fluid,0.12534032365075506,0.02271651580614273
4,9,92,tier3 fluid<->non-fluid,0.14547648146511863,0.11153857902912798
4,9,93,tier3 fluid<->non-fluid,0.3191885620971778,0.06633886136616747
4,11,13,tier3 fluid<->non-fluid,0.10622651915296064,0.06344278330672655
4,11,29,tier3 fluid<->non-fluid,0.1877809648663662,0.07752288092622649
4,11,55,tier3 fluid<->non-fluid,0.09076107238506191,0.030171462552738074
4,11,62,tier3 fluid<->non-fluid,0.2788255898815889,0.12619247325590968
4,11,67,tier3 fluid<->non-fluid,0.15986502201796596,0.023995565540242767
4,11,79,tier3 fluid<->non-fluid,0.11689545484950994,0.13168319497682532
4,11,83,tier2 within fluid family,0.43905326392902505,0.07998126434138168
4,13,17,tier4 all other pairs,0.26030958206111093,0.09430544327221345
4,13,19,tier4 all other pairs,0.2902659452102993,0.07983618359199757
4,13,20,tier4 all other pairs,0.19463426429786773,0.010359869955088752
4,13,29,tier4 all other pairs,0.3302601886120406,0.027246186479656646
4,13,36,tier4 all other pairs,0.3850275188489289,0.07598820258504169
4,13,39,tier4 all other pairs,0.18077197098792738,0.032527411597406894
4,13,42,tier4 all other pairs,0.1810897503931154,0.08156882055057302
4,13,48,tier4 all other pairs,0.26752654015544014,0.04281857206969084
4,13,51,tier4 all other pairs,0.06848659884976922,0.027511373458569428
4,13,53,tier4 all other pairs,0.41814123262521025,0.053381524292708975
4,13,55,tier4 all other pairs,0.4741250962796711,0.037333507335967485
4,13,62,tier4 all other pairs,0.34490329221427,0.05547177375426652
4,13,63,tier4 all other pairs,0.48634521464923575,0.030299806197904858
4,13,67,tier4 all other pairs,0.28413594529713976,0.029726305243447607
4,13,73,tier4 all other pairs,0.23705099388808587,0.04141164506613834
4,13,77,tier4 all other pairs,0.40543463591333706,0.038801090059636965
4,13,79,tier4 all other pairs,0.2895506691987215,0.02561663032151217
4,13,81,tier4 all other pairs,0.2870709024080172,0.05048934714126649
4,13,83,tier3 fluid<->non-fluid,0.1458304098987509,0.07464817106649163
4,13,85,tier4 all other pairs,0.32405451864853246,0.058149514247549265
4,13,90,tier4 all other pairs,0.20125911775478075,0.027080610432383398
4,13,91,tier4 all other pairs,0.17681407825835782,0.028344361567112192
4,13,92,tier4 all other pairs,0.4434250418676574,0.05339379526991112
4,13,93,tier4 all other pairs,0.37556208388019446,0.03479932376111663
4,13,96,tier4 all other pairs,0.2693807671294539,0.07344128372669464
4,17,19,tier4 all other pairs,0.26153698640877027,0.051138213431054534
4,17,20,tier4 all other pairs,0.18110139637267575,0.05419909138392345
4,17,29,tier4 all other pairs,0.24344999187767966,0.05606265833248533
4,17,53,tier4 all other pairs,0.1538385827621585,0.06794080177909691
4,17,63,tier4 all other pairs,0.275619767579735,0.028572909527870786
4,17,67,tier4 all other pairs,0.15956718256835287,0.05362429057558776
4,17,73,tier4 all other pairs,0.23550694166167124,0.05599507500479488
4,17,77,tier4 all other pairs,0.25127581316099773,0.015524835798505826
4,17,79,tier4 all other pairs,0.1866888420494824,0.08091546061363657
4,19,20,tier4 all other pairs,0.09505293788712035,0.06502588737950851
4,19,29,tier4 all other pairs,0.3933182668369096,0.025415619637450166
4,19,36,tier4 all other pairs,0.25642357665381155,0.06898050360598697
4,19,42,tier4 all other pairs,0.21797805802393935,0.08829485918546587
4,19,48,tier4 all other pairs,0.3016543969342542,0.021969615989534598
4,19,53,tier4 all other pairs,0.309892657776727,0.028678140001336908
4,19,55,tier4 all other pairs,0.27194880296223883,0.02815325578669628
4,19,62,tier4 all other pairs,0.6359245056031871,0.04793564263846358
4,19,63,tier4 all other pairs,0.25161036076119386,0.038653687868054724
4,19,67,tier4 all other pairs,0.288903624228724,0.03658712178430796
4,19,73,tier4 all other pairs,0.3187662848732271,0.05737540952803028
4,19,77,tier4 all other pairs,0.37526438990346367,0.06107560553148452
4,19,79,tier4 all other pairs,0.2791253136324773,0.022581632083003563
4,19,81,tier4 all other pairs,0.23715566447697212,0.060926918003107865
4,20,29,tier4 all other pairs,0.12493172778532867,0.030284451407457336
4,20,36,tier4 all other pairs,0.20140758036932066,0.05019076118854539
4,20,42,tier4 all other pairs,0.0568638427441659,0.039168584765922256
4,20,48,tier4 all other pairs,0.12996973064214803,0.037488574163151565
4,20,53,tier4 all other pairs,0.16217648792463443,0.024675665887754952
4,20,55,tier4 all other pairs,0.21299488850947726,0.045186409900164634
4,20,62,tier4 all other pairs,0.15285844864211046,0.05442079940274784
4,20,63,tier4 all other pairs,0.20028629559279776,0.02384248268186347
4,20,67,tier4 all other pairs,0.07732831248659357,0.04878156984641013
4,20,73,tier4 all other pairs,0.05523039941597457,0.034936253489852895
4,20,77,tier4 all other pairs,0.19095421705481083,0.029824564207590012
4,20,79,tier4 all other pairs,0.15981060762894678,0.028181097621033883
4,20,81,tier4 all other pairs,0.13235247681258203,0.04752534706269528
4,29,36,tier4 all other pairs,0.2430174134048458,0.07058253025065718
4,29,39,tier4 all other pairs,0.2626961569057776,0.0567164440174023
4,29,42,tier4 all other pairs,0.4258819863430846,0.05822962118710293
4,29,48,tier4 all other pairs,0.20556700448218,0.06717390008076556
4,29,51,tier4 all other pairs,0.11482996538665877,0.09162712185253623
4,29,53,tier4 all other pairs,0.5097833747435538,0.07286783883515317
4,29,55,tier4 all other pairs,0.18703969987347904,0.038430802420202415
4,29,62,tier4 all other pairs,0.22001812916772603,0.05919209619902914
4,29,63,tier4 all other pairs,0.33144370541936624,0.048721693144556155
4,29,67,tier4 all other pairs,0.35669260723833474,0.061629473434443506
4,29,73,tier4 all other pairs,0.5653449614055542,0.05345833597127204
4,29,77,tier4 all other pairs,0.36753346605098086,0.020109681762828343
4,29,79,tier4 all other pairs,0.41443986581507536,0.05463690119378214
4,29,81,tier4 all other pairs,0.2503966103478089,0.06468228080373953
4,29,83,tier3 fluid<->non-fluid,0.5052702176260724,0.05799425187667438
4,29,85,tier4 all other pairs,0.518893940720096,0.01066606334835025
4,29,90,tier4 all other pairs,0.11869548882897653,0.05745630962847546
4,29,91,tier4 all other pairs,0.4118197559654114,0.054852051433014866
4,29,92,tier4 all other pairs,0.3671824414182893,0.11591060830652719
4,29,93,tier4 all other pairs,0.2549287054717296,0.0742062018023041
4,29,96,tier4 all other pairs,0.25865002522941977,0.028586418543490106
4,36,48,tier4 all other pairs,0.2679364041862718,0.11185874975847832
4,36,53,tier4 all other pairs,0.18380442672265135,0.12373888102473603
4,36,55,tier4 all other pairs,0.6160032581294376,0.06903492951226474
4,36,62,tier4 all other pairs,0.33121790865405365,0.04841864752655347
4,36,63,tier4 all other pairs,0.6753594837392451,0.0528466835436654
4,36,67,tier4 all other pairs,0.1831777272349041,0.03995861610567378
4,36,73,tier4 all other pairs,0.31295786462330666,0.053402455075918454
4,36,77,tier4 all other pairs,0.559676551862868,0.06636399069096342
4,36,79,tier4 all other pairs,0.28091768329772926,0.02299239802141577
4,36,81,tier4 all other pairs,0.2713060089473251,0.12358015915167557
4,36,90,tier4 all other pairs,0.15757745476446536,0.0620025732468055
4,36,92,tier4 all other pairs,0.6541155506936057,0.1142747195005683
4,36,93,tier4 all other pairs,0.5127547640789895,0.026719789570103698
4,39,42,tier4 all other pairs,0.4734799894717466,0.11874495557836115
4,39,48,tier4 all other pairs,0.23707334524497709,0.1012114497487801
4,39,55,tier4 all other pairs,0.17249836662398643,0.07353949866204643
4,39,62,tier4 all other pairs,0.2587750441826276,0.03653143565401707
4,39,63,tier4 all other pairs,0.20395159851820827,0.08742953884073909
4,39,67,tier4 all other pairs,0.2532569089219345,0.07236097200481618
4,39,73,tier4 all other pairs,0.3105574781682629,0.05435769296538643
4,39,77,tier4 all other pairs,0.21342066583577343,0.07992117415606285
4,39,79,tier4 all other pairs,0.22301667600660227,0.06464246410824591
4,42,48,tier4 all other pairs,0.20276695400854472,0.10769872414860446
4,42,55,tier4 all other pairs,0.25667607502394346,0.12229920736383496
4,42,62,tier4 all other pairs,0.19190502696124048,0.10814037639088511
4,42,63,tier4 all other pairs,0.22850314726331317,0.02799464121564024
4,42,67,tier4 all other pairs,0.32758639930169536,0.02425279852220809
4,42,73,tier4 all other pairs,0.6513036275065325,0.023412692323909353
4,42,77,tier4 all other pairs,0.27020603727762266,0.053839883645236966
4,42,79,tier4 all other pairs,0.3415293588881911,0.0915060311240405
4,48,51,tier4 all other pairs,0.049452474555439614,0.05363523167484667
4,48,53,tier4 all other pairs,0.09131387323603224,0.11514712281611315
4,48,55,tier4 all other pairs,0.16535724831752124,0.048399118719995395
4,48,62,tier4 all other pairs,0.27399818379409857,0.03317951018702654
4,48,63,tier4 all other pairs,0.23301821355389282,0.06962847662350961
4,48,67,tier4 all other pairs,0.35767569951037304,0.05136400771665817
4,48,73,tier4 all other pairs,0.14964527883595255,0.08275407875271759
4,48,77,tier4 all other pairs,0.23493053969741892,0.057872731295804336
4,48,79,tier4 all other pairs,0.21920933837634748,0.06351154680474151
4,48,85,tier4 all other pairs,0.09811302678769085,0.07931288145286673
4,48,90,tier4 all other pairs,0.10828611862414753,0.08447540619261736
4,48,92,tier4 all other pairs,0.35755052601959075,0.05388412810283079
4,48,93,tier4 all other pairs,0.3634989659909444,0.13506137539896157
4,48,96,tier4 all other pairs,0.15324994679465032,0.0754656503924861
4,51,67,tier4 all other pairs,0.13762055571507056,0.033122117947692514
4,51,79,tier4 all other pairs,0.08960474612116742,0.11726000660632789
4,53,55,tier4 all other pairs,0.18471209061337587,0.03768004713058441
4,53,62,tier4 all other pairs,0.2359933269810952,0.04255390968929041
4,53,63,tier4 all other pairs,0.3176150306640773,0.04206442695193018
4,53,67,tier4 all other pairs,0.16270812846413046,0.07143207265591138
4,53,73,tier4 all other pairs,0.36257287603501936,0.045092911133319036
4,53,77,tier4 all other pairs,0.2676828130169394,0.03907266294979232
4,53,79,tier4 all other pairs,0.3459702590021025,0.041730222467129
4,53,81,tier4 all other pairs,0.20414917413614306,0.08950722632392395
4,55,62,tier4 all other pairs,0.371591575602228,0.03446760821181359
4,55,63,tier4 all other pairs,0.3296474613578823,0.017455835366203553
4,55,67,tier4 all other pairs,0.28260457043290693,0.03136533945909366
4,55,73,tier4 all other pairs,0.2258906044795541,0.04439405846458698
4,55,77,tier4 all other pairs,0.5506810784632993,0.06210378945309377
4,55,79,tier4 all other pairs,0.20898524257123166,0.049702246763059336
4,55,81,tier4 all other pairs,0.2990708209979065,0.07597306878834592
4,55,83,tier3 fluid<->non-fluid,0.1385829278265298,0.050685810622663564
4,55,85,tier4 all other pairs,0.12569638484331516,0.07767342428636578
4,55,90,tier4 all other pairs,0.1261462566359711,0.04342617561053835
4,55,92,tier4 all other pairs,0.32021197162849874,0.08776377675280173
4,55,93,tier4 all other pairs,0.4317483854239532,0.039952364496870424
4,55,96,tier4 all other pairs,0.20370609438873463,0.03943950119019172
4,62,63,tier4 all other pairs,0.40785251007985757,0.0397371659363502
4,62,67,tier4 all other pairs,0.2662970265156733,0.07919445625669368
4,62,73,tier4 all other pairs,0.12776664921031486,0.08983187511915015
4,62,77,tier4 all other pairs,0.28469189020534963,0.03374628494347609
4,62,79,tier4 all other pairs,0.24356077540833046,0.041759547406376614
4,62,83,tier3 fluid<->non-fluid,0.15167146421687017,0.05292425932864765
4,62,85,tier4 all other pairs,0.2579493551692203,0.02221669338705862
4,62,90,tier4 all other pairs,0.16701868418072152,0.027569032410335228
4,62,92,tier4 all other pairs,0.4817840666302679,0.03144997658328995
4,62,93,tier4 all other pairs,0.31337268253566014,0.03269585975666575
4,62,96,tier4 all other pairs,0.7244376567696366,0.048429640063030674
4,63,67,tier4 all other pairs,0.3472511544265767,0.024979310191610038
4,63,73,tier4 all other pairs,0.3526459574642665,0.014499375877235755
4,63,77,tier4 all other pairs,0.3062990526742359,0.012732092231872409
4,63,79,tier4 all other pairs,0.19091330951732963,0.03589269476505548
4,63,81,tier4 all other pairs,0.055584461510021,0.06472410919257798
4,63,83,tier3 fluid<->non-fluid,0.2025015793241375,0.12400042763170678
4,67,73,tier4 all other pairs,0.2861114193345316,0.07970712643515096
4,67,77,tier4 all other pairs,0.25361240694317017,0.06884267339029518
4,67,79,tier4 all other pairs,0.24287436412902824,0.04435372824398367
4,67,81,tier4 all other pairs,0.39773402344037595,0.06402834027833686
4,67,83,tier3 fluid<->non-fluid,0.336859923200365,0.08903034997440616
4,67,85,tier4 all other pairs,0.07592647203865083,0.06866549206629448
4,67,90,tier4 all other pairs,0.10074861026280948,0.04434174098581716
4,67,91,tier4 all other pairs,0.17946946351426382,0.04825436373961219
4,67,92,tier4 all other pairs,0.32569919732427,0.015575846090713793
4,67,93,tier4 all other pairs,0.33191329865533464,0.047746447089241625
4,67,96,tier4 all other pairs,0.2639437837176208,0.03539147740556286
4,73,77,tier4 all other pairs,0.31876135739907124,0.013876062650329136
4,73,79,tier4 all other pairs,0.34682305896834886,0.0527986239352254
4,73,81,tier4 all other pairs,0.3852226148838487,0.03915313499958911
4,77,79,tier4 all other pairs,0.3186515928528998,0.035718850549458156
4,77,81,tier4 all other pairs,0.2508344674970846,0.03391349536275115
