noise_0.3,noise_0.5,noise_0.7
0.41906187138825246,0.43127846711997914,0.43845180823012003
0.3807203207465868,0.3982992940942251,0.38154061712095555
0.4533545526757078,0.4534857720753348,0.41548008011437354
0.4166392935535351,0.3964711492481802,0.36877837729626584
0.44008038432318053,0.4529263398741931,0.4622229813263315
0.4194147908368349,0.4067109867493164,0.4325615368430006
0.4148881380361953,0.3810811984707162,0.43525775173271053
0.49488966614876784,0.4525614764265094,0.4463576754279495
0.4338384925296696,0.43859977079759976,0.44117765201103903
0.3863519284801835,0.4023252245871157,0.3987795626076868
0.4872683921852061,0.4702114923761731,0.4448523360119384
0.4436857096420172,0.4483068790323624,0.4566685090585385
0.42998382278830105,0.4167788581557085,0.38667527732989493
0.41781934191231923,0.4599710528206133,0.41245896103823076
0.4512465135873019,0.41927469696620584,0.3575508805715686
0.5126768693556477,0.4908681330720987,0.45043925058052886
0.4583747294598304,0.4531133955827783,0.3999315757091348
0.41088478620055163,0.3921174527009047,0.3932452137833374
0.4837426177770452,0.4688207866468757,0.47181550422347385
0.47226270882064925,0.43235134383571483,0.4410776927509556
0.43863569119781015,0.39824513992706767,0.3914964254903814
0.420863331313672,0.4411682029518074,0.46739660573377895
0.4693764652228805,0.4234387950645444,0.42081125276669407
0.43254322476976026,0.3692063485573186,0.35640809556809255
0.5856456961585411,0.5586995687390583,0.4579754724874799
0.5060977447273143,0.4654798103839015,0.4407427002556219
0.4561555331355937,0.4170317406909596,0.4119253711457999
0.47804874365804695,0.4411338299766552,0.42651945510059025
0.4473974428844403,0.4425680050786628,0.46432036220454553
0.40177571496354814,0.4162298072327105,0.37701614458430205
0.3924168511114031,0.3943967583129001,0.39436768135334327
0.41235176647216254,0.4372520273110131,0.45497206848209204
0.53689516104811,0.5530110722654127,0.4948188338824081
0.4322960822722356,0.4210024443931344,0.41668416710175993
0.37517807769008105,0.3792574933273804,0.3832391432366411
0.38765249086238235,0.3780731685901558,0.37947819620392154
0.4513445260841141,0.4163816362027727,0.37435071695866434
0.4610052539235473,0.43213337331672713,0.4041007917393471
0.4721714307569754,0.44113988134003623,0.44853015788081485
