q,world,rank,scale,seed,skill,planted_sd,item_pp,person_pp,person_noise_pp
93,margin,,,29,-0.003715325205488007,0.0,,,
93,plant,2.0,0.05,29,-0.007274153811498096,0.07170117532672957,,,
93,plant,2.0,0.08,29,-0.0012554816718225448,0.10966961768010873,,,
93,plant,2.0,0.12,29,0.021322193913609788,0.15535974977316858,,,
93,plant,2.0,0.2,29,0.08777498245474369,0.22990772152909109,,,
93,plant,2.0,0.3,29,0.17943000802864595,0.2955073298524932,,,
93,plant,5.0,0.05,29,-0.006139318777495628,0.09700166808889898,,,
93,plant,5.0,0.08,29,0.002485403379015705,0.14574549835148498,,,
93,plant,5.0,0.12,29,0.028469799680686414,0.2040675027290864,,,
93,plant,5.0,0.2,29,0.09788403829006098,0.2915696203331901,,,
93,plant,5.0,0.3,29,0.18558089342319783,0.35737009045925516,,,
93,plant,10.0,0.05,29,-0.005386245391514888,0.1393522496253136,,,
93,plant,10.0,0.08,29,0.008490291826892538,0.20722138976075521,,,
93,plant,10.0,0.12,29,0.04573507658104947,0.27791676617330385,,,
93,plant,10.0,0.2,29,0.11290125468191547,0.3641839561689565,,,
93,plant,10.0,0.3,29,0.16338459870145083,0.4181094180222717,,,
