q,K,seed,f,n,m,I,P,X
73,1,47,0.0,2386,20,0.23362641446895058,0.09115995961453388,0.038385192502829624
73,2,47,0.0,2386,20,0.22777392426466714,0.09431652165171629,0.033894832957533275
73,1,47,0.25,2386,20,0.23024849580238393,0.09540644176590299,0.025932631321905965
73,2,47,0.25,2386,20,0.22593936151051952,0.0991695232881015,0.01637360409451153
73,1,47,0.5,2386,20,0.227409499470487,0.09090560715586878,0.005240014058257321
73,2,47,0.5,2386,20,0.2213740867355461,0.0943877436830627,-0.02123731159563056
73,1,47,1.0,2386,20,0.24225407469101465,0.08742964299886077,-0.01793205290726126
73,2,47,1.0,2386,20,0.2354726825854387,0.09279715124398881,-0.04277466808318318
73,1,47,5.0,2386,20,0.2418610798443561,0.08308197483454217,-0.049741978781532116
73,2,47,5.0,2386,20,0.23812055407967703,0.08774750033292718,-0.11379830866948001
77,1,11,0.0,5045,21,0.2769146280791827,0.1072341051040447,0.026115233576450993
77,2,11,0.0,5045,21,0.27565941980268965,0.10813940305435935,0.00928473542146413
77,1,11,0.25,5045,21,0.27781858226851386,0.10541844028759348,0.013061906354585574
77,2,11,0.25,5045,21,0.27591560647838753,0.1066888512517685,-0.013407274195523195
77,1,11,0.5,5045,21,0.27875736576602556,0.11148067617270974,0.002964415199228872
77,2,11,0.5,5045,21,0.27712285543142096,0.11167596823548835,-0.027450192894563963
77,1,11,1.0,5045,21,0.2779527342413942,0.1109760291471375,-0.01891095488485315
77,2,11,1.0,5045,21,0.2779064540143304,0.10889800168566344,-0.04299426693550795
77,1,11,5.0,5045,21,0.274959438628096,0.1014401548148355,-0.027238970739208702
77,2,11,5.0,5045,21,0.27165772602528526,0.10278231657383446,-0.06805227683308768
77,1,29,0.0,5045,21,0.2661834011563642,0.118600862502213,0.029634969032991988
77,2,29,0.0,5045,21,0.2651946322335831,0.1203833695764718,0.006773907113122127
77,1,29,0.25,5045,21,0.27038813777922716,0.12005342293595223,0.017413482111197698
77,2,29,0.25,5045,21,0.2690315379223954,0.12238955175396107,-0.011611937831837355
77,1,29,0.5,5045,21,0.27010967085307475,0.11580195416134927,-0.0001385034343927375
77,2,29,0.5,5045,21,0.2698749161267607,0.1182284912822978,-0.0347910595229887
77,1,29,1.0,5045,21,0.2699470507054323,0.11082207610008078,-0.0076092517831936966
77,2,29,1.0,5045,21,0.2674484456001806,0.11219092820042945,-0.05286147662314834
77,1,29,5.0,5045,21,0.27619334149212116,0.10454784421674906,-0.022797129644683167
77,2,29,5.0,5045,21,0.2734121495593207,0.10760787199906006,-0.07626739819427453
77,1,47,0.0,5045,21,0.2788815094621292,0.11075200126541691,0.027439568213510415
77,2,47,0.0,5045,21,0.27633480229203966,0.11215602712969418,0.008837557723763989
77,1,47,0.25,5045,21,0.2819374421257192,0.10963823857658513,0.013688479819606043
77,2,47,0.25,5045,21,0.27943460774999124,0.11147762057471008,-0.00846868678262121
77,1,47,0.5,5045,21,0.2785270119093595,0.10612169000873613,-0.004118233736706871
77,2,47,0.5,5045,21,0.2763932891244276,0.10622589823114875,-0.03511217350460899
77,1,47,1.0,5045,21,0.27398577194184426,0.10868317207785981,-0.017537149879271907
77,2,47,1.0,5045,21,0.2704285531346824,0.11042919794958901,-0.05534368523144748
77,1,47,5.0,5045,21,0.2774480718824772,0.10058267554281627,-0.02537352142059159
77,2,47,5.0,5045,21,0.27371290216774724,0.1032401923529182,-0.07930192429134275
79,1,11,0.0,9249,11,0.27659085598204275,0.006968350011101631,-0.03679760283516659
79,2,11,0.0,9249,11,0.26483630341421804,0.008777964738443757,-0.07566182690623009
79,1,11,0.25,9249,11,0.27143973825091927,0.008011515612029802,-0.04629423906422356
79,2,11,0.25,9249,11,0.26103760147185356,0.010277919722149828,-0.08433996038300998
79,1,11,0.5,9249,11,0.2723251015297431,0.010123498762509564,-0.05491879490053658
79,2,11,0.5,9249,11,0.2592012822769031,0.012073607824565475,-0.09160581121954128
79,1,11,1.0,9249,11,0.27276408279550435,-0.004527160270573205,-0.057234075637660024
79,2,11,1.0,9249,11,0.25970441811096584,0.0007880002157971324,-0.10139527115231597
79,1,11,5.0,9249,11,0.25468060586804364,0.028023204312097885,-0.11129835523025952
79,2,11,5.0,9249,11,0.24505104101651837,0.022469188148325287,-0.14492316727450352
79,1,29,0.0,9249,11,0.25391605312200427,0.02166646495989947,-0.03969010448658657
79,2,29,0.0,9249,11,0.24592172024463857,0.024952691699286267,-0.07816740959542617
79,1,29,0.25,9249,11,0.2554053728547891,0.01594378563368102,-0.04819322778966646
79,2,29,0.25,9249,11,0.24530136341383119,0.01930447564718305,-0.09298038393253079
79,1,29,0.5,9249,11,0.25261569752871493,0.012516166167941989,-0.05468380186497007
79,2,29,0.5,9249,11,0.2409050771456655,0.015167751742565997,-0.1056001354949449
79,1,29,1.0,9249,11,0.25733877779911035,0.01580281940012081,-0.053547283415205676
79,2,29,1.0,9249,11,0.24914816686991592,0.019283369364109643,-0.1055402198128231
79,1,29,5.0,9249,11,0.2480993906656335,0.025225094218161694,-0.12121519608922887
79,2,29,5.0,9249,11,0.24737046830086712,0.01792538229682746,-0.13832162759820235
79,1,47,0.0,9249,11,0.2547425156503249,0.012220747547442474,-0.0379846384155371
79,2,47,0.0,9249,11,0.24840374715635563,0.013634807122525221,-0.0643549787255276
79,1,47,0.25,9249,11,0.2543545171661632,0.01595884094657133,-0.0507979567194375
79,2,47,0.25,9249,11,0.24568707663891853,0.016984841361352143,-0.08649940482391327
79,1,47,0.5,9249,11,0.24220058133319217,0.01301495127316843,-0.058944229028968675
79,2,47,0.5,9249,11,0.23716987019460622,0.015216642174315545,-0.08828039602027755
79,1,47,1.0,9249,11,0.2519406841718557,0.014153561738205069,-0.06581048814235416
79,2,47,1.0,9249,11,0.23793586199483094,0.017909499641175608,-0.10693545153900952
79,1,47,5.0,9249,11,0.2427827714518132,0.013799262524903783,-0.08147390001752433
79,2,47,5.0,9249,11,0.2339115969363864,0.013088569347999882,-0.13722925599315822
81,1,11,0.0,1655,19,0.18348696395170744,0.05356818472800208,0.0010157823334233824
81,2,11,0.0,1655,19,0.16466184361756164,0.05359599623658528,-0.03887933320674375
81,1,11,0.25,1655,19,0.1767539305816792,0.05371106817766476,-0.026155363756798368
81,2,11,0.25,1655,19,0.15465613432931385,0.05394586440765058,-0.056337164471171375
81,1,11,0.5,1655,19,0.18189297760074435,0.0508621208726494,-0.032654929694706014
81,2,11,0.5,1655,19,0.16827054579414819,0.051605195319450285,-0.0733610773848094
81,1,11,1.0,1655,19,0.16085694804735054,0.06106309753778325,-0.055960476086246894
81,2,11,1.0,1655,19,0.14716898173745172,0.0605575138616052,-0.11384158155977855
81,1,11,5.0,1655,19,0.14512663678474258,0.06296880548476419,-0.07993303649642142
81,2,11,5.0,1655,19,0.13555923613824636,0.061910711781879874,-0.1692814447085414
81,1,29,0.0,1655,19,0.18241058181705092,0.036795482492170885,0.022081384113072512
81,2,29,0.0,1655,19,0.16444283400255072,0.03392841838250944,-0.02215425239614314
81,1,29,0.25,1655,19,0.17264626623281315,0.04159798746759522,0.008824531650168315
81,2,29,0.25,1655,19,0.15549044218937663,0.041599477469436,-0.028154913630085522
81,1,29,0.5,1655,19,0.1779048198754086,0.03766283474500729,-0.0005810159367975656
81,2,29,0.5,1655,19,0.15598992909623993,0.03728238836922798,-0.06275457187016553
81,1,29,1.0,1655,19,0.1586222192384005,0.04809670345603565,-0.051369014877304844
81,2,29,1.0,1655,19,0.14209949547772024,0.049085058090432766,-0.08565767911417944
81,1,29,5.0,1655,19,0.14746492939725322,0.03501109092271774,-0.08850431247077024
81,2,29,5.0,1655,19,0.13489274424585124,0.037929680239877084,-0.1364330790126062
81,1,47,0.0,1655,19,0.16469372937140192,0.062212099769761824,0.010021592072350538
81,2,47,0.0,1655,19,0.14882056953031697,0.06301471497345652,-0.03964556086513902
81,1,47,0.25,1655,19,0.1506001831769487,0.05764570996445465,-0.019889944678019262
81,2,47,0.25,1655,19,0.13218255416161442,0.05818067431244109,-0.059716794042083646
81,1,47,0.5,1655,19,0.1729145953347263,0.05522622487268482,-0.036345779471083445
81,2,47,0.5,1655,19,0.15190234949829953,0.055113433160729676,-0.07720730580275072
81,1,47,1.0,1655,19,0.14387585721348278,0.059388716364981955,-0.06017984839676741
81,2,47,1.0,1655,19,0.12852201008517602,0.05972077526369858,-0.10268057646523296
81,1,47,5.0,1655,19,0.12296830194969036,0.051458497676901,-0.08578376365650042
81,2,47,5.0,1655,19,0.1126846168093183,0.04826796647919675,-0.10516985424732431
83,1,11,0.0,1604,10,0.09105341785610753,0.06935787248084174,0.11707028323095818
83,2,11,0.0,1604,10,0.09019650292186962,0.07957844719506604,0.032472973056540046
83,1,11,0.25,1604,10,0.09568680117283318,0.06295552298860368,0.07293398797756734
83,2,11,0.25,1604,10,0.09698563380369546,0.0690546308322203,-0.004068937547237639
83,1,11,0.5,1604,10,0.0911882676570895,0.05715414959012445,0.005901776724064129
83,2,11,0.5,1604,10,0.09520821987670619,0.06732643964546264,-0.041390931684559866
83,1,11,1.0,1604,10,0.09070693192807011,0.07696152393854494,0.003186829134635749
83,2,11,1.0,1604,10,0.09118466489812407,0.08561179777543768,-0.09181595649807796
83,1,11,5.0,1604,10,0.08288225596815653,0.05819450363209645,-0.10357677484529235
83,2,11,5.0,1604,10,0.08255409428459803,0.06708968841501589,-0.1896034770830634
83,1,29,0.0,1604,10,0.0881268609970744,0.06289539289890278,0.1305830117153744
83,2,29,0.0,1604,10,0.09001306024223904,0.07249316407868123,0.04776714286270106
83,1,29,0.25,1604,10,0.09011723022767501,0.06978460068517098,0.07941233045516397
83,2,29,0.25,1604,10,0.0900129928621588,0.0829318742866133,-0.003291601027679003
83,1,29,0.5,1604,10,0.08530749476343111,0.07087874697628097,0.028174994988047077
83,2,29,0.5,1604,10,0.08636455612270032,0.08068984157285775,-0.04506561172664503
83,1,29,1.0,1604,10,0.08892560692233678,0.07533939480216775,-0.0026976079071689054
83,2,29,1.0,1604,10,0.08787107561478302,0.09098865124690603,-0.08767872498193519
83,1,29,5.0,1604,10,0.09351981015887038,0.06717324203324399,-0.09680482443916459
83,2,29,5.0,1604,10,0.09197596600636608,0.07492112594032269,-0.18985536007552903
83,1,47,0.0,1604,10,0.08555215573332034,0.08637729288230403,0.12302819374785903
83,2,47,0.0,1604,10,0.08517312935029667,0.09536932692535852,0.06654941190307975
83,1,47,0.25,1604,10,0.08232244531408192,0.07614095017699543,0.08002743162264622
83,2,47,0.25,1604,10,0.0818865574465511,0.0823869741789639,0.008517519693562237
83,1,47,0.5,1604,10,0.08065608524811392,0.07571801224131798,0.03522840838232062
83,2,47,0.5,1604,10,0.07763989766643753,0.08836253100495167,-0.06345839020335184
83,1,47,1.0,1604,10,0.08208754264850085,0.05475687422811291,-0.0049455960757597475
83,2,47,1.0,1604,10,0.08002713716276566,0.06255666594247439,-0.12249787325018983
83,1,47,5.0,1604,10,0.08711721829628188,0.05565196328399291,-0.12772561728531534
83,2,47,5.0,1604,10,0.08395218298340063,0.07209000395910303,-0.22686273124108106
85,1,11,0.0,2190,22,0.2593090861760643,0.09688718516820877,0.02654094606525642
85,2,11,0.0,2190,22,0.2587936809729517,0.09877947985917897,0.029717525585745655
85,1,11,0.25,2190,22,0.25748545317900484,0.09621859096219984,0.021635478203878768
85,2,11,0.25,2190,22,0.2582550846111056,0.09777258686306628,0.015056239420648097
85,1,11,0.5,2190,22,0.25613566433883095,0.10354682895664177,0.0058550618899768465
85,2,11,0.5,2190,22,0.2565933298037101,0.10634350378122842,-0.008909086736554642
85,1,11,1.0,2190,22,0.25675402913968703,0.09825419221246881,-0.0033100676861038862
85,2,11,1.0,2190,22,0.2574315678453583,0.09880687988686661,-0.02716423185587761
85,1,11,5.0,2190,22,0.2690569548532574,0.10042547192589242,-0.03282133103066506
85,2,11,5.0,2190,22,0.27059937947073925,0.10407434497774418,-0.084785626139247
85,1,29,0.0,2190,22,0.26279418871832544,0.10410729480147915,0.03105466247093983
85,2,29,0.0,2190,22,0.2630367994592697,0.10554771167322059,0.02753396199930293
85,1,29,0.25,2190,22,0.2599900336966029,0.10279016264675216,0.02470776441245409
85,2,29,0.25,2190,22,0.2618679783861138,0.10387581631908815,0.012212839225385297
85,1,29,0.5,2190,22,0.26503402621382843,0.10791088115079031,0.01621144534766043
85,2,29,0.5,2190,22,0.2656929629712807,0.10872129608533423,0.00014820505088540092
85,1,29,1.0,2190,22,0.274637528960211,0.10351780680033291,-0.005333353962684898
85,2,29,1.0,2190,22,0.27633230617972654,0.10464645077959378,-0.028498939275226176
85,1,29,5.0,2190,22,0.25623094258308565,0.10710327634093868,-0.03298641008665504
85,2,29,5.0,2190,22,0.2574969038955295,0.11044220024463976,-0.07357927258192884
85,1,47,0.0,2190,22,0.24667822530010308,0.09665024611478874,0.02718242386363147
85,2,47,0.0,2190,22,0.24805894712552476,0.09744009180342295,0.017527782684929678
85,1,47,0.25,2190,22,0.2500762054607518,0.10196193685185054,0.018373478839583547
85,2,47,0.25,2190,22,0.2524814445965995,0.10339657083759247,0.002547928534180029
85,1,47,0.5,2190,22,0.2520984068596561,0.09418009765015639,0.009350742785041683
85,2,47,0.5,2190,22,0.25215178494375573,0.09540766920957425,-0.008741113010274044
85,1,47,1.0,2190,22,0.2534782351251744,0.09285956460063159,-0.004539757939654998
85,2,47,1.0,2190,22,0.25506360048033794,0.09331826004877755,-0.026141764089721204
85,1,47,5.0,2190,22,0.24647432395797214,0.09603431635480632,-0.03603338141990984
85,2,47,5.0,2190,22,0.24788435690508698,0.1000391457503011,-0.08542379258248678
90,1,11,0.0,3701,10,0.3279954629835532,0.07646700328202849,0.03399764296817631
90,2,11,0.0,3701,10,0.3208635418954938,0.08055097361788721,-0.009426329452892401
90,1,11,0.25,3701,10,0.3201688577183049,0.0830875772957616,0.01147174132446982
90,2,11,0.25,3701,10,0.31294341046619056,0.08672765319096953,-0.034134371084882764
90,1,11,0.5,3701,10,0.31984240577939055,0.07894497118454996,-0.0014312255467477382
90,2,11,0.5,3701,10,0.31517151853267805,0.08220527125630045,-0.05745438930954985
90,1,11,1.0,3701,10,0.32771193706472956,0.06487677909490476,-0.029010216757506625
90,2,11,1.0,3701,10,0.32123298001552647,0.06646069787205511,-0.10058100682255511
90,1,11,5.0,3701,10,0.3182536860922447,0.06811087457462942,-0.07612041286275852
90,2,11,5.0,3701,10,0.316801056486372,0.07585173418317995,-0.14981182170131963
90,1,29,0.0,3701,10,0.33583134953536586,0.07370110474965576,0.03999661290876662
90,2,29,0.0,3701,10,0.3298421922315764,0.08033100845884769,-0.003272382016538585
90,1,29,0.25,3701,10,0.3329581246856041,0.07449803470565211,0.028446672452783518
90,2,29,0.25,3701,10,0.3307933300802861,0.08284977354424378,-0.01213563637477044
90,1,29,0.5,3701,10,0.33482349325137717,0.07573950357428064,0.01017221033310898
90,2,29,0.5,3701,10,0.328912266678713,0.0786511561338828,-0.060524962016406614
90,1,29,1.0,3701,10,0.33451733304751496,0.06991205914575256,-0.03317959704951388
90,2,29,1.0,3701,10,0.33328386046134084,0.07100463493479237,-0.09072760697335057
90,1,29,5.0,3701,10,0.3339330819844761,0.05230090512013991,-0.05379247844337164
90,2,29,5.0,3701,10,0.3362763608994682,0.06349840728252837,-0.1416360470785395
90,1,47,0.0,3701,10,0.3265680354233682,0.08539951912504179,0.044355528209678086
90,2,47,0.0,3701,10,0.3235874627901111,0.08818355460478916,-0.017288728363786865
90,1,47,0.25,3701,10,0.3269676667562391,0.0808895652596355,0.02646784716808307
90,2,47,0.25,3701,10,0.32311124890501575,0.08269181244312265,-0.038918743243322965
90,1,47,0.5,3701,10,0.3188150377079218,0.07763363369211758,-0.0018250974074307895
90,2,47,0.5,3701,10,0.3135614814925941,0.07975336565476668,-0.06494533977711466
90,1,47,1.0,3701,10,0.33238858131034155,0.07473365269279683,-0.028189874637509455
90,2,47,1.0,3701,10,0.32809655258120124,0.07678052649359865,-0.09379781457525066
90,1,47,5.0,3701,10,0.3361824768200734,0.0649746114285802,-0.073069593993113
90,2,47,5.0,3701,10,0.33882245035303366,0.07664601116004752,-0.16479255880415317
91,1,11,0.0,1322,19,0.20021207397116084,0.11615269789554133,-0.0034517782994158966
91,2,11,0.0,1322,19,0.19470151402266284,0.11805932292466725,-7.036458344250639e-05
91,1,11,0.25,1322,19,0.19084779536205101,0.11712754351338062,-0.017150546002949463
91,2,11,0.25,1322,19,0.18504801521723313,0.1188686824140618,-0.031904067906912394
91,1,11,0.5,1322,19,0.19464999297395058,0.11112979915918919,-0.02113022960870673
91,2,11,0.5,1322,19,0.1879148622861417,0.11598681755529144,-0.039541919159088945
91,1,11,1.0,1322,19,0.18467539272338512,0.11928897449680013,-0.025825968274578837
91,2,11,1.0,1322,19,0.18142414497487236,0.12349975266269429,-0.060014297556590046
91,1,11,5.0,1322,19,0.17132459039111464,0.11406541825463919,-0.06500175566687197
91,2,11,5.0,1322,19,0.1693090989902818,0.11832644594994757,-0.11033989316830582
91,1,29,0.0,1322,19,0.18157181899684874,0.1142377149607858,0.024484406508923452
91,2,29,0.0,1322,19,0.17691638568750612,0.11599471295820712,0.016164454113608062
91,1,29,0.25,1322,19,0.17402535163253088,0.11292005759262194,0.009871415157125788
91,2,29,0.25,1322,19,0.17049721038987653,0.11572291127331497,-0.014341141700604352
91,1,29,0.5,1322,19,0.18514786006721956,0.11641739783799071,-0.008687301718759644
91,2,29,0.5,1322,19,0.181322946879864,0.1178936185419196,-0.028021242489704667
91,1,29,1.0,1322,19,0.18703801875113923,0.10204780179024543,-0.017482962181518936
91,2,29,1.0,1322,19,0.18105250260574293,0.10546579118264729,-0.051808198052308754
91,1,29,5.0,1322,19,0.1741889711540309,0.11651105285684785,-0.06978522213753942
91,2,29,5.0,1322,19,0.17118906582345558,0.12068944041628946,-0.12172099778517093
91,1,47,0.0,1322,19,0.19003578758012518,0.11546822931142675,0.02403326361312282
91,2,47,0.0,1322,19,0.18615684511084263,0.11772845688850543,0.01932683796605546
91,1,47,0.25,1322,19,0.18204999821806747,0.12373717744493998,0.006068596352110581
91,2,47,0.25,1322,19,0.17837571339821634,0.12592385606131806,-0.0029503900306398307
91,1,47,0.5,1322,19,0.18148803092819088,0.12380537942695086,-0.002967665760288378
91,2,47,0.5,1322,19,0.17651220981454008,0.12557480433383766,-0.020384707013922566
91,1,47,1.0,1322,19,0.1895221816836548,0.10103976276954166,-0.03670830617450406
91,2,47,1.0,1322,19,0.1879757982392755,0.10548324476710882,-0.0780530672225734
91,1,47,5.0,1322,19,0.16378819371093034,0.10937707854419865,-0.06338977196855211
91,2,47,5.0,1322,19,0.1614424199219661,0.11586668211284111,-0.11879344782603879
92,1,11,0.0,3593,18,0.19886141118371337,0.08405198777975886,-0.013026139377181112
92,2,11,0.0,3593,18,0.1970910284801496,0.08989170524872403,-0.026070351042284428
92,1,11,0.25,3593,18,0.1899436832423183,0.08398659502238372,-0.01851648495171019
92,2,11,0.25,3593,18,0.18816910406110565,0.0900541652604768,-0.033745794114946395
92,1,11,0.5,3593,18,0.19133946407469987,0.08961522487335667,-0.02659889638486127
92,2,11,0.5,3593,18,0.18977134259956244,0.09448608272294137,-0.05530992862063129
92,1,11,1.0,3593,18,0.19425286955133253,0.09154050349011456,-0.03281391553359386
92,2,11,1.0,3593,18,0.18906367948051067,0.0966360133574495,-0.0714543889425984
92,1,11,5.0,3593,18,0.1790714900746594,0.09722749370047219,-0.06465013707822329
92,2,11,5.0,3593,18,0.17441656596910204,0.1025533510144539,-0.1232782217571898
92,1,29,0.0,3593,18,0.1767643931927369,0.0912687187905145,-0.0047800182941865055
92,2,29,0.0,3593,18,0.17417565019864154,0.09607473119366469,-0.01880986708477946
92,1,29,0.25,3593,18,0.17564078506762842,0.08916644339520602,-0.02065648469464343
92,2,29,0.25,3593,18,0.17302030787115305,0.09402121132393773,-0.039968437138495204
92,1,29,0.5,3593,18,0.17790987939082295,0.09005685179678899,-0.01890102159879616
92,2,29,0.5,3593,18,0.17403188754554727,0.09455915461966002,-0.051418655585641786
92,1,29,1.0,3593,18,0.18383150540656157,0.09145518793280577,-0.034562220182713876
92,2,29,1.0,3593,18,0.18043075542900766,0.09431927448596496,-0.065118479128325
92,1,29,5.0,3593,18,0.1946391227237383,0.08175705735832206,-0.060475765905442895
92,2,29,5.0,3593,18,0.19116895703008951,0.08880750662044984,-0.1330302992180859
92,1,47,0.0,3593,18,0.17902972492440467,0.09784851097766895,-0.013344248097662104
92,2,47,0.0,3593,18,0.17584980632348593,0.10197171648660594,-0.0230874384351686
92,1,47,0.25,3593,18,0.18382038150983693,0.09742678217012725,-0.020813091953634157
92,2,47,0.25,3593,18,0.18050672242562463,0.10178020627067283,-0.04380639228673812
92,1,47,0.5,3593,18,0.18790276747242762,0.09310857232686234,-0.037886715851814703
92,2,47,0.5,3593,18,0.1803132067461814,0.09796048514906491,-0.05248339362951415
92,1,47,1.0,3593,18,0.19195817209277838,0.09470007020770746,-0.04507583944042039
92,2,47,1.0,3593,18,0.18665829121049335,0.09769264636065125,-0.08128239451570642
92,1,47,5.0,3593,18,0.19050451660224255,0.08976634476046674,-0.052875877835322466
92,2,47,5.0,3593,18,0.18636555977532257,0.09651849124076037,-0.11960774106871853
93,1,11,0.0,3228,21,0.2353354890557894,0.12308113878974751,0.025655991345961634
93,2,11,0.0,3228,21,0.23366818343653908,0.12206225326393963,0.022581948823648758
93,1,11,0.25,3228,21,0.23699530203520025,0.12589551497496942,0.013444473551058673
93,2,11,0.25,3228,21,0.23609657128199057,0.12411234767246414,-0.00019312370952928593
93,1,11,0.5,3228,21,0.23548591125420898,0.12480160712619921,0.004211746641999118
93,2,11,0.5,3228,21,0.23406585919570325,0.12526586486236205,-0.018471167049783316
93,1,11,1.0,3228,21,0.2330032063377246,0.1210722256381236,-0.012534954926789224
93,2,11,1.0,3228,21,0.23123657677255743,0.12077629799513051,-0.0518203196029933
93,1,11,5.0,3228,21,0.23379440530067458,0.11227204792728868,-0.03867212139772539
93,2,11,5.0,3228,21,0.23116424432375318,0.11801657087882203,-0.09171574085346608
93,1,29,0.0,3228,21,0.24434833707098327,0.11600288105388853,0.02452941219782976
93,2,29,0.0,3228,21,0.24281536592972677,0.11801827355997604,0.01783102673488588
93,1,29,0.25,3228,21,0.2428491250790305,0.11879513291219986,0.010954020961479422
93,2,29,0.25,3228,21,0.2408972746679476,0.1218785152369804,-0.01327276018913287
93,1,29,0.5,3228,21,0.2371417890192756,0.11217283739864478,0.0026335812983621456
93,2,29,0.5,3228,21,0.234646617368086,0.11453767743958522,-0.025648450489859455
93,1,29,1.0,3228,21,0.2428623279147571,0.11840864318669575,-0.01535437982605612
93,2,29,1.0,3228,21,0.24029974958088945,0.11985291326529186,-0.061299853688902256
93,1,29,5.0,3228,21,0.24278529690493017,0.11208982035140759,-0.04252825629314203
93,2,29,5.0,3228,21,0.23946081148433,0.11724906064856119,-0.09412326381185833
93,1,47,0.0,3228,21,0.2451616970045098,0.1072983771992646,0.03802962929584243
93,2,47,0.0,3228,21,0.24298248892805213,0.10880704232006966,0.028708437670012462
93,1,47,0.25,3228,21,0.2451746792968943,0.10845509985045815,0.021840303923820355
93,2,47,0.25,3228,21,0.24401944432265688,0.11042811553655954,0.003400689108199165
93,1,47,0.5,3228,21,0.25239585536209486,0.10882056821970296,0.0058364864796130265
93,2,47,0.5,3228,21,0.24977418727663597,0.10964653467921893,-0.021620697820461256
93,1,47,1.0,3228,21,0.23339631657403015,0.11059678097781028,-0.009960249899623833
93,2,47,1.0,3228,21,0.23067725612634726,0.11245869929378807,-0.04257506549211172
93,1,47,5.0,3228,21,0.23263346525943923,0.11569722273309091,-0.031903425391344
93,2,47,5.0,3228,21,0.2300086259504989,0.11769171172093992,-0.08618917375894598
96,1,11,0.0,2342,19,0.13098608345776822,0.13879780448163812,0.026681563758551775
96,2,11,0.0,2342,19,0.13015880679649242,0.1357219399543618,0.02302053467687907
96,1,11,0.25,2342,19,0.12494085618620547,0.12949602053894305,0.008377940550585883
96,2,11,0.25,2342,19,0.12495265323790383,0.1271557937707835,0.0002452846926609594
96,1,11,0.5,2342,19,0.13147529728290175,0.1374696932041779,-0.00386077729874316
96,2,11,0.5,2342,19,0.132082446424158,0.1325163789485524,-0.0216338583616155
96,1,11,1.0,2342,19,0.13008486022011215,0.130691594075402,-0.01660660050318948
96,2,11,1.0,2342,19,0.12831269319161384,0.13095732415193548,-0.048088083001123286
96,1,11,5.0,2342,19,0.11567244140619777,0.13704877172585106,-0.05406285406164555
96,2,11,5.0,2342,19,0.11069232603301579,0.13835330857222186,-0.10879195639133676
96,1,29,0.0,2342,19,0.1306270642497332,0.12604893678403767,0.02193580215594378
96,2,29,0.0,2342,19,0.12876937709310113,0.1253074387505699,0.016792048283818285
96,1,29,0.25,2342,19,0.1283757913071632,0.12386751509522625,0.00970036778940897
96,2,29,0.25,2342,19,0.12611341618481098,0.12290311543000354,-0.008795007916358455
96,1,29,0.5,2342,19,0.12271798432080126,0.13209569800546764,-0.004662722502027206
96,2,29,0.5,2342,19,0.12196588200822683,0.13471007426236092,-0.02894566065075993
96,1,29,1.0,2342,19,0.12942950853784987,0.12344046961148439,-0.024341892658135543
96,2,29,1.0,2342,19,0.1258759332001439,0.12190725735303654,-0.0521327575800055
96,1,29,5.0,2342,19,0.12181367078806062,0.1260548960970796,-0.052416482768149565
96,2,29,5.0,2342,19,0.11859728726344873,0.12983578024075407,-0.10860709741594766
96,1,47,0.0,2342,19,0.12523305635830226,0.13115891617013023,0.020885256158611233
96,2,47,0.0,2342,19,0.1253231591558363,0.13032675756041578,0.0019677312469055797
96,1,47,0.25,2342,19,0.12289057414378478,0.13085351616285484,0.009164315453376648
96,2,47,0.25,2342,19,0.12275921524650558,0.13066613293742646,-0.01737090913619125
96,1,47,0.5,2342,19,0.12499172639933923,0.12479543096199505,-1.9974123758222714e-05
96,2,47,0.5,2342,19,0.12535752766536437,0.12402754660120033,-0.023830705848156677
96,1,47,1.0,2342,19,0.12603381065577665,0.14064670410338184,-0.021656521312143757
96,2,47,1.0,2342,19,0.12601689655587672,0.14337066045984703,-0.06050620614741739
96,1,47,5.0,2342,19,0.11214021598398746,0.14178922878150593,-0.06030816615531588
96,2,47,5.0,2342,19,0.11177546161451735,0.14493632388774969,-0.11526209651871633
