q,world,rank,scale,seed,skill,planted_sd,item_pp,person_pp
53,plant,5.0,0.12,29,0.058052807157918385,0.3107032719944924,,
53,plant,5.0,0.2,29,0.15078960561204724,0.5178387866574874,,
53,plant,5.0,0.3,29,0.23917155109669253,0.7767581799862311,,
53,plant,10.0,0.05,29,-0.0029364444409574197,0.14731975260066485,,
53,plant,10.0,0.08,29,0.017376830437427104,0.23571160416106376,,
53,plant,10.0,0.12,29,0.0577245986726721,0.35356740624159566,,
53,plant,10.0,0.2,29,0.13220643714951064,0.5892790104026594,,
53,plant,10.0,0.3,29,0.19633526507129995,0.8839185156039889,,
55,real,,,11,0.014298202415196748,,23.224628235590878,19.01089465944785
55,margin,,,11,-0.005432166811878747,0.0,,
55,plant,2.0,0.05,11,-0.0060481060815026355,0.07788162498975387,,
55,plant,2.0,0.08,11,-0.00032859547992947213,0.12461059998360619,,
55,plant,2.0,0.12,11,0.018519331337739864,0.18691589997540928,,
55,plant,2.0,0.2,11,0.07901137725389873,0.3115264999590155,,
55,plant,2.0,0.3,11,0.16585742041509677,0.4672897499385232,,
55,plant,5.0,0.05,11,-0.009453324774691518,0.11818645591466198,,
55,plant,5.0,0.08,11,-1.9740547212210302e-05,0.18909832946345917,,
55,plant,5.0,0.12,11,0.026046223824491954,0.28364749419518875,,
55,plant,5.0,0.2,11,0.0858989187446294,0.4727458236586479,,
55,plant,5.0,0.3,11,0.14749834269427964,0.7091187354879719,,
55,plant,10.0,0.05,11,-0.006913031549059978,0.18272653856009058,,
55,plant,10.0,0.08,11,0.010296938223879781,0.29236246169614494,,
55,plant,10.0,0.12,11,0.04025670440269247,0.4385436925442173,,
55,plant,10.0,0.2,11,0.09416560957937836,0.7309061542403623,,
55,plant,10.0,0.3,11,0.12569209211962096,1.0963592313605435,,
55,real,,,29,0.014018095828801425,,23.224628235590878,19.01089465944785
55,margin,,,29,-0.004774639902655031,0.0,,
55,plant,2.0,0.05,29,-0.011510155690079293,0.07016611730931102,,
55,plant,2.0,0.08,29,-0.0076093213958744466,0.11226578769489763,,
55,plant,2.0,0.12,29,0.0035154648942676836,0.16839868154234644,,
55,plant,2.0,0.2,29,0.04649226398095074,0.2806644692372441,,
55,plant,2.0,0.3,29,0.1060604831536448,0.4209967038558661,,
55,plant,5.0,0.05,29,-0.008921284800611273,0.11042233206001241,,
55,plant,5.0,0.08,29,0.0011348429617155098,0.17667573129601988,,
55,plant,5.0,0.12,29,0.023783422952187827,0.26501359694402976,,
55,plant,5.0,0.2,29,0.08520332949459608,0.44168932824004964,,
55,plant,5.0,0.3,29,0.1602250544374103,0.6625339923600745,,
55,plant,10.0,0.05,29,-0.011606891925615814,0.15029545746645984,,
55,plant,10.0,0.08,29,0.003695983619201093,0.24047273194633575,,
55,plant,10.0,0.12,29,0.032834853480837145,0.3607090979195036,,
55,plant,10.0,0.2,29,0.09156352311324789,0.6011818298658393,,
55,plant,10.0,0.3,29,0.13848112593548667,0.901772744798759,,
62,real,,,11,0.028180531456706404,,20.410821824521538,18.08995289541719
62,margin,,,11,-0.011067293639868359,0.0,,
62,plant,2.0,0.05,11,-0.0056126496558670524,0.07292939142900036,,
62,plant,2.0,0.08,11,0.0011166735907220948,0.11668702628640057,,
62,plant,2.0,0.12,11,0.018454348234602347,0.17503053942960084,,
62,plant,2.0,0.2,11,0.0766682029007546,0.29171756571600144,,
62,plant,2.0,0.3,11,0.16812131554588572,0.4375763485740021,,
62,plant,5.0,0.05,11,-0.005496364530186981,0.12786378104362414,,
62,plant,5.0,0.08,11,0.012027439956463493,0.2045820496697986,,
62,plant,5.0,0.12,11,0.05888561625509359,0.30687307450469786,,
62,plant,5.0,0.2,11,0.157275303252691,0.5114551241744966,,
62,plant,5.0,0.3,11,0.23837096346789455,0.7671826862617447,,
62,plant,10.0,0.05,11,-0.006767991698373499,0.15536947853565905,,
62,plant,10.0,0.08,11,0.008346020720006342,0.24859116565705447,,
62,plant,10.0,0.12,11,0.04204777253965741,0.3728867484855817,,
62,plant,10.0,0.2,11,0.09989242831107836,0.6214779141426362,,
62,plant,10.0,0.3,11,0.1517750544208203,0.9322168712139541,,
62,real,,,29,0.02852821415112272,,20.410821824521538,18.08995289541719
62,margin,,,29,-0.00515235924360391,0.0,,
62,plant,2.0,0.05,29,-0.011823550864232368,0.0774024854942698,,
62,plant,2.0,0.08,29,-0.0010816212636485245,0.12384397679083169,,
62,plant,2.0,0.12,29,0.021460396616300836,0.1857659651862475,,
62,plant,2.0,0.2,29,0.08790370953409476,0.3096099419770792,,
62,plant,2.0,0.3,29,0.17013013043349579,0.46441491296561876,,
62,plant,5.0,0.05,29,-0.005571177121521775,0.11414322088147713,,
62,plant,5.0,0.08,29,0.004972472662317373,0.1826291534103634,,
62,plant,5.0,0.12,29,0.03898222937887674,0.27394373011554507,,
62,plant,5.0,0.2,29,0.12657746331822028,0.4565728835259085,,
62,plant,5.0,0.3,29,0.21583949126501223,0.6848593252888628,,
62,plant,10.0,0.05,29,-0.010727398860352677,0.16186420953494435,,
62,plant,10.0,0.08,29,0.010248024472919948,0.2589827352559109,,
62,plant,10.0,0.12,29,0.048127161752892444,0.3884741028838664,,
62,plant,10.0,0.2,29,0.11061065849024043,0.6474568381397774,,
62,plant,10.0,0.3,29,0.15460148684973396,0.971185257209666,,
63,real,,,11,0.003394176277333072,,22.577493140212777,18.865108077314748
63,margin,,,11,-0.010166344035230535,0.0,,
63,plant,2.0,0.05,11,-0.007779292159592277,0.07254902303663437,,
63,plant,2.0,0.08,11,-0.0007789082580268447,0.11607843685861496,,
63,plant,2.0,0.12,11,0.0139575670984452,0.17411765528792242,,
63,plant,2.0,0.2,11,0.06662648574566554,0.29019609214653747,,
63,plant,2.0,0.3,11,0.13781458949908387,0.4352941382198061,,
63,plant,5.0,0.05,11,-0.009935269422855164,0.10441518074869645,,
63,plant,5.0,0.08,11,-0.0021019165676586793,0.1670642891979143,,
63,plant,5.0,0.12,11,0.025424743127598348,0.25059643379687147,,
63,plant,5.0,0.2,11,0.08981395628200683,0.4176607229947858,,
63,plant,5.0,0.3,11,0.16821203870089074,0.6264910844921787,,
63,plant,10.0,0.05,11,-0.006572349911502018,0.15977971993418702,,
63,plant,10.0,0.08,11,0.0159028586816512,0.2556475518946992,,
63,plant,10.0,0.12,11,0.053603808737217595,0.38347132784204874,,
63,plant,10.0,0.2,11,0.12049021249148184,0.6391188797367481,,
63,plant,10.0,0.3,11,0.1637376257800358,0.9586783196051221,,
63,real,,,29,0.0069626815816674625,,22.577493140212777,18.865108077314748
63,margin,,,29,-0.008726861685928178,0.0,,
63,plant,2.0,0.05,29,-0.009900955833483494,0.055189838816679083,,
63,plant,2.0,0.08,29,-0.0073411534585451355,0.08830374210668654,,
63,plant,2.0,0.12,29,-0.003129866858102015,0.1324556131600298,,
63,plant,2.0,0.2,29,0.014414201152017081,0.22075935526671633,,
63,plant,2.0,0.3,29,0.0486385864556349,0.33113903290007446,,
63,plant,5.0,0.05,29,-0.009085904142508205,0.11406621132806752,,
63,plant,5.0,0.08,29,0.0048185401690622465,0.18250593812490803,,
63,plant,5.0,0.12,29,0.033496470598757044,0.27375890718736207,,
63,plant,5.0,0.2,29,0.11356744637572913,0.4562648453122701,,
63,plant,5.0,0.3,29,0.1899136320445829,0.684397267968405,,
63,plant,10.0,0.05,29,-0.009332607550860628,0.1649670915804031,,
63,plant,10.0,0.08,29,0.008024483997109533,0.26394734652864493,,
63,plant,10.0,0.12,29,0.040968570244969804,0.3959210197929674,,
63,plant,10.0,0.2,29,0.0940777080520292,0.6598683663216124,,
63,plant,10.0,0.3,29,0.13288568432123926,0.9898025494824184,,
67,real,,,11,0.0074078870824419996,,19.654401667112474,21.318313905162533
67,margin,,,11,-0.011180364491413242,0.0,,
67,plant,2.0,0.05,11,-0.011232767450430448,0.07753443293175424,,
67,plant,2.0,0.08,11,-0.007297982259035107,0.12405509269080679,,
67,plant,2.0,0.12,11,0.008720095698187436,0.18608263903621017,,
67,plant,2.0,0.2,11,0.059799697353597914,0.310137731727017,,
67,plant,2.0,0.3,11,0.12654876906974521,0.4652065975905254,,
67,plant,5.0,0.05,11,-0.01215241449202098,0.10533644716491523,,
67,plant,5.0,0.08,11,-0.006555579332433559,0.16853831546386436,,
67,plant,5.0,0.12,11,0.01404129231684692,0.25280747319579655,,
67,plant,5.0,0.2,11,0.07439205678469996,0.42134578865966094,,
67,plant,5.0,0.3,11,0.13803170317345947,0.6320186829894914,,
67,plant,10.0,0.05,11,-0.009126760571658621,0.15003926723742939,,
67,plant,10.0,0.08,11,0.003760280370190272,0.240062827579887,,
67,plant,10.0,0.12,11,0.029279354694093707,0.3600942413698305,,
67,plant,10.0,0.2,11,0.08576141460435927,0.6001570689497175,,
67,plant,10.0,0.3,11,0.12568405020610396,0.9002356034245763,,
67,real,,,29,0.0053028332156868085,,19.654401667112474,21.318313905162533
67,margin,,,29,-0.010684061431411651,0.0,,
67,plant,2.0,0.05,29,-0.0134391401167413,0.07681811758985048,,
67,plant,2.0,0.08,29,-0.006785613625768683,0.12290898814376078,,
67,plant,2.0,0.12,29,0.011272451836617625,0.18436348221564114,,
67,plant,2.0,0.2,29,0.06461239558628429,0.3072724703594019,,
67,plant,2.0,0.3,29,0.1337692886984565,0.46090870553910285,,
67,plant,5.0,0.05,29,-0.010256658438095978,0.11461414575090398,,
67,plant,5.0,0.08,29,0.0046746665610909455,0.18338263320144635,,
67,plant,5.0,0.12,29,0.03855205733116274,0.2750739498021695,,
67,plant,5.0,0.2,29,0.12126777997749538,0.4584565830036159,,
67,plant,5.0,0.3,29,0.19991905928835818,0.6876848745054238,,
67,plant,10.0,0.05,29,-0.012362865905045317,0.15325814105453905,,
67,plant,10.0,0.08,29,0.0054808776908975565,0.24521302568726253,,
67,plant,10.0,0.12,29,0.03662204037093775,0.3678195385308937,,
67,plant,10.0,0.2,29,0.0932463108533177,0.6130325642181562,,
67,plant,10.0,0.3,29,0.1346211681014885,0.9195488463272343,,
73,real,,,11,0.0471518244512934,,23.060803807861003,19.009720190036166
73,margin,,,11,-0.008402146629908347,0.0,,
73,plant,2.0,0.05,11,-0.011420529340330332,0.06791947685750988,,
73,plant,2.0,0.08,11,-0.007202107278508341,0.10867116297201579,,
73,plant,2.0,0.12,11,0.011644679726824703,0.16300674445802366,,
73,plant,2.0,0.2,11,0.07233375019876309,0.2716779074300395,,
73,plant,2.0,0.3,11,0.16512422038357188,0.4075168611450592,,
73,plant,5.0,0.05,11,-0.011169991639945809,0.11545442734516849,,
73,plant,5.0,0.08,11,0.005925272162644157,0.18472708375226957,,
73,plant,5.0,0.12,11,0.03867752252331125,0.27709062562840436,,
73,plant,5.0,0.2,11,0.1264619741374241,0.46181770938067396,,
73,plant,5.0,0.3,11,0.21544123802551907,0.6927265640710109,,
73,plant,10.0,0.05,11,-0.001932850976987588,0.1571058906453996,,
73,plant,10.0,0.08,11,0.01739726948890441,0.2513694250326393,,
73,plant,10.0,0.12,11,0.056421290873711616,0.37705413754895895,,
73,plant,10.0,0.2,11,0.1189327100855373,0.6284235625815984,,
73,plant,10.0,0.3,11,0.16330814679279515,0.9426353438723973,,
73,real,,,29,0.04464773543120615,,23.060803807861003,19.009720190036166
73,margin,,,29,-0.006728302514155793,0.0,,
73,plant,2.0,0.05,29,-0.007428562749165812,0.07319655884107203,,
73,plant,2.0,0.08,29,-0.0026730614416504705,0.11711449414571526,,
73,plant,2.0,0.12,29,0.01445528582503297,0.17567174121857287,,
73,plant,2.0,0.2,29,0.08011289805067234,0.2927862353642881,,
73,plant,2.0,0.3,29,0.1801804706554715,0.4391793530464322,,
73,plant,5.0,0.05,29,-0.008363778785574594,0.10899744753744636,,
73,plant,5.0,0.08,29,0.0033830860380750227,0.1743959160599142,,
73,plant,5.0,0.12,29,0.028494241754465133,0.2615938740898713,,
73,plant,5.0,0.2,29,0.10203563744524302,0.43598979014978545,,
73,plant,5.0,0.3,29,0.17011737628191603,0.6539846852246782,,
73,plant,10.0,0.05,29,-0.0022901087812665644,0.16326478027090505,,
73,plant,10.0,0.08,29,0.015585555675427853,0.2612236484334481,,
73,plant,10.0,0.12,29,0.05968142568765944,0.39183547265017205,,
73,plant,10.0,0.2,29,0.13230355707546237,0.6530591210836202,,
73,plant,10.0,0.3,29,0.19508815195762697,0.9795886816254301,,
77,real,,,11,0.040865053527643136,,25.034920212486483,19.019675568910937
77,margin,,,11,-0.0023872952751153864,0.0,,
77,plant,2.0,0.05,11,-0.008366463394299473,0.06135847664160547,,
77,plant,2.0,0.08,11,-0.002533939333327462,0.09817356262656875,,
77,plant,2.0,0.12,11,0.014516983796420524,0.1472603439398531,,
77,plant,2.0,0.2,11,0.06614248812054935,0.2454339065664219,,
77,plant,2.0,0.3,11,0.13747746371700353,0.36815085984963275,,
77,plant,5.0,0.05,11,-0.004240405394185465,0.12584075283501023,,
77,plant,5.0,0.08,11,0.012903090088687175,0.20134520453601637,,
77,plant,5.0,0.12,11,0.048853779528247876,0.30201780680402457,,
77,plant,5.0,0.2,11,0.1340042561819048,0.5033630113400409,,
77,plant,5.0,0.3,11,0.2141298256444446,0.7550445170100614,,
77,plant,10.0,0.05,11,-0.0020173949543011993,0.15144312217121378,,
77,plant,10.0,0.08,11,0.011165484905537593,0.24230899547394205,,
77,plant,10.0,0.12,11,0.04095450427107494,0.3634634932109131,,
77,plant,10.0,0.2,11,0.09995426460452383,0.6057724886848551,,
77,plant,10.0,0.3,11,0.1450699175398915,0.9086587330272826,,
77,real,,,29,0.04262282572035059,,25.034920212486483,19.019675568910937
77,margin,,,29,-0.004832856386075224,0.0,,
77,plant,2.0,0.05,29,-0.007972830322548585,0.07816862016026048,,
77,plant,2.0,0.08,29,-0.0017292699328103067,0.12506979225641676,,
77,plant,2.0,0.12,29,0.01838391452268473,0.18760468838462516,,
77,plant,2.0,0.2,29,0.08240891510361137,0.3126744806410419,,
77,plant,2.0,0.3,29,0.1700977198794429,0.46901172096156285,,
77,plant,5.0,0.05,29,-0.0019931395206377323,0.1080098277531167,,
77,plant,5.0,0.08,29,0.009524400981824943,0.17281572440498671,,
77,plant,5.0,0.12,29,0.03900473609740529,0.25922358660748,,
77,plant,5.0,0.2,29,0.11616499631651944,0.4320393110124668,,
77,plant,5.0,0.3,29,0.18858126939888709,0.6480589665187001,,
77,plant,10.0,0.05,29,-0.0024733585813588865,0.16254092586100913,,
77,plant,10.0,0.08,29,0.018716455612181604,0.26006548137761465,,
77,plant,10.0,0.12,29,0.060405206258382416,0.3900982220664219,,
77,plant,10.0,0.2,29,0.1322346905295183,0.6501637034440365,,
77,plant,10.0,0.3,29,0.17998139231950794,0.9752455551660547,,
83,real,,,11,0.07591413274847625,,14.422355644059737,23.47632548514489
83,margin,,,11,-0.01758938226532958,0.0,,
83,plant,2.0,0.05,11,-0.024347156997401198,0.05451155497078449,,
83,plant,2.0,0.08,11,-0.02050655897645215,0.08721848795325518,,
83,plant,2.0,0.12,11,-0.01623415635171166,0.13082773192988276,,
83,plant,2.0,0.2,11,-0.0019036121719395727,0.21804621988313796,,
83,plant,2.0,0.3,11,0.04631910659096228,0.3270693298247069,,
83,plant,5.0,0.05,11,-0.026955551259719934,0.10754969095524666,,
83,plant,5.0,0.08,11,-0.021771741097030173,0.17207950552839466,,
83,plant,5.0,0.12,11,-0.0027341696918923297,0.25811925829259197,,
83,plant,5.0,0.2,11,0.03617389973992857,0.43019876382098665,,
83,plant,5.0,0.3,11,0.07903790888373052,0.6452981457314799,,
83,plant,10.0,0.05,11,-0.013025994563698573,0.16810086087628398,,
83,plant,10.0,0.08,11,-0.0008724340588897039,0.26896137740205434,,
83,plant,10.0,0.12,11,0.028635129180103025,0.4034420661030815,,
83,plant,10.0,0.2,11,0.06745818684486315,0.6724034435051359,,
83,plant,10.0,0.3,11,0.08040685699310246,1.0086051652577037,,
83,real,,,29,0.0840510175917829,,14.422355644059737,23.47632548514489
83,margin,,,29,-0.027706338064790392,0.0,,
83,plant,2.0,0.05,29,-0.018221557254395337,0.08392039767249468,,
83,plant,2.0,0.08,29,-0.012078633867332433,0.13427263627599148,,
83,plant,2.0,0.12,29,-0.0069747058974569676,0.2014089544139872,,
83,plant,2.0,0.2,29,0.01746579714333718,0.3356815906899787,,
83,plant,2.0,0.3,29,0.0641397623177482,0.503522386034968,,
83,plant,5.0,0.05,29,-0.023121129983374455,0.1133696164927323,,
83,plant,5.0,0.08,29,-0.009811355370255237,0.18139138638837168,,
83,plant,5.0,0.12,29,0.007412904991805913,0.2720870795825575,,
83,plant,5.0,0.2,29,0.0680411769012561,0.4534784659709292,,
83,plant,5.0,0.3,29,0.11620861681030825,0.6802176989563937,,
83,plant,10.0,0.05,29,-0.016131896262034484,0.1643754678269163,,
83,plant,10.0,0.08,29,0.0006208724024749923,0.26300074852306615,,
83,plant,10.0,0.12,29,0.023560997209773227,0.39450112278459915,,
83,plant,10.0,0.2,29,0.070660513018443,0.6575018713076652,,
83,plant,10.0,0.3,29,0.08893432793349709,0.986252806961498,,
85,real,,,11,0.03006291425468266,,25.224708213846466,19.82951596155543
85,margin,,,11,-0.00531819317709481,0.0,,
85,plant,2.0,0.05,11,-0.006008996904278585,0.07577075557167413,,
85,plant,2.0,0.08,11,0.0025779616498798896,0.1212332089146786,,
85,plant,2.0,0.12,11,0.024794673802995937,0.18184981337201792,,
85,plant,2.0,0.2,11,0.09107417093745951,0.30308302228669654,,
85,plant,2.0,0.3,11,0.1796485409851215,0.4546245334300448,,
85,plant,5.0,0.05,11,-0.009471706766901566,0.10780280736385656,,
85,plant,5.0,0.08,11,0.005751289559008721,0.1724844917821705,,
85,plant,5.0,0.12,11,0.03731259529775732,0.2587267376732557,,
85,plant,5.0,0.2,11,0.11833393179653451,0.4312112294554262,,
85,plant,5.0,0.3,11,0.1976857860141371,0.6468168441831393,,
85,plant,10.0,0.05,11,-0.004745246668068082,0.1525975073183778,,
85,plant,10.0,0.08,11,0.021830281532503437,0.24415601170940446,,
85,plant,10.0,0.12,11,0.06504761523319325,0.3662340175641067,,
85,plant,10.0,0.2,11,0.1358594480863683,0.6103900292735112,,
85,plant,10.0,0.3,11,0.19316578979363952,0.9155850439102667,,
85,real,,,29,0.02988582848943855,,25.224708213846466,19.82951596155543
85,margin,,,29,-0.0080006609248634,0.0,,
85,plant,2.0,0.05,29,-0.007501789567860739,0.056045614172640645,,
85,plant,2.0,0.08,29,-0.004669444156866431,0.08967298267622505,,
85,plant,2.0,0.12,29,0.007726778088966713,0.13450947401433755,,
85,plant,2.0,0.2,29,0.05318975719520658,0.22418245669056258,,
85,plant,2.0,0.3,29,0.1270586227666467,0.3362736850358439,,
85,plant,5.0,0.05,29,-0.005609985584091759,0.11179971010064889,,
85,plant,5.0,0.08,29,0.006375069651398446,0.17887953616103822,,
85,plant,5.0,0.12,29,0.03621272576666046,0.2683193042415573,,
85,plant,5.0,0.2,29,0.0982587303304322,0.44719884040259555,,
85,plant,5.0,0.3,29,0.17930285678599345,0.6707982606038932,,
85,plant,10.0,0.05,29,-0.001371431781705068,0.16681808822791327,,
85,plant,10.0,0.08,29,0.02101070136955996,0.26690894116466124,,
85,plant,10.0,0.12,29,0.06447313450095238,0.40036341174699186,,
85,plant,10.0,0.2,29,0.1423517298990632,0.6672723529116531,,
85,plant,10.0,0.3,29,0.1949885605740208,1.0009085293674798,,
90,real,,,11,0.08404978570792399,,28.550008440371105,20.57862512348891
90,margin,,,11,-0.006696803890194003,0.0,,
90,plant,2.0,0.05,11,-0.00704435499868461,0.08298687501921594,,
90,plant,2.0,0.08,11,-0.005626726834735196,0.1327790000307455,,
90,plant,2.0,0.12,11,0.005182429018948054,0.19916850004611825,,
90,plant,2.0,0.2,11,0.04275727679598906,0.33194750007686374,,
90,plant,2.0,0.3,11,0.10238526555732808,0.49792125011529553,,
90,plant,5.0,0.05,11,-0.006683236774016388,0.12337626019764955,,
90,plant,5.0,0.08,11,-0.001303545184533017,0.19740201631623927,,
90,plant,5.0,0.12,11,0.014637930772629093,0.2961030244743589,,
90,plant,5.0,0.2,11,0.06357157235365873,0.4935050407905982,,
90,plant,5.0,0.3,11,0.10924348003838413,0.7402575611858973,,
90,plant,10.0,0.05,11,-0.01175297863841851,0.1475236838736147,,
90,plant,10.0,0.08,11,-0.004347537655262745,0.2360378941977835,,
90,plant,10.0,0.12,11,0.0012842163151596253,0.35405684129667525,,
90,plant,10.0,0.2,11,0.028054343108672497,0.5900947354944588,,
90,plant,10.0,0.3,11,0.053574024832359735,0.8851421032416882,,
90,real,,,29,0.08272411668329616,,28.550008440371105,20.57862512348891
90,margin,,,29,-0.011546964052962072,0.0,,
90,plant,2.0,0.05,29,-0.012150493541724816,0.08400998724407369,,
90,plant,2.0,0.08,29,-0.0052754511368732215,0.1344159795905179,,
90,plant,2.0,0.12,29,0.006512730151388091,0.2016239693857768,,
90,plant,2.0,0.2,29,0.03868905614335427,0.33603994897629474,,
90,plant,2.0,0.3,29,0.08878119968449005,0.5040599234644421,,
90,plant,5.0,0.05,29,-0.014138009573536614,0.08963472090886748,,
90,plant,5.0,0.08,29,-0.013688559718191162,0.14341555345418797,,
90,plant,5.0,0.12,29,-0.007418936539189014,0.21512333018128194,,
90,plant,5.0,0.2,29,0.013492823260314535,0.35853888363546993,,
90,plant,5.0,0.3,29,0.04627255775827699,0.5378083254532049,,
90,plant,10.0,0.05,29,-0.010313704343037244,0.1388169320379658,,
90,plant,10.0,0.08,29,-0.008741665647154728,0.22210709126074527,,
90,plant,10.0,0.12,29,0.00873163244217312,0.33316063689111786,,
90,plant,10.0,0.2,29,0.05674122578430918,0.5552677281518632,,
90,plant,10.0,0.3,29,0.08947190392473969,0.8329015922277946,,
92,real,,,11,0.009327956192082598,,21.01189615059979,19.76045792694654
92,margin,,,11,-0.006182802145351829,0.0,,
92,plant,2.0,0.05,11,-0.009718023637486084,0.06731753380668687,,
92,plant,2.0,0.08,11,-0.005461404446825191,0.10770805409069899,,
92,plant,2.0,0.12,11,0.01259511021054438,0.16156208113604847,,
92,plant,2.0,0.2,11,0.058701336532461235,0.2692701352267475,,
92,plant,2.0,0.3,11,0.12539139934379684,0.4039052028401212,,
92,plant,5.0,0.05,11,-0.009751522564270698,0.12466463867189144,,
92,plant,5.0,0.08,11,0.005543536134270943,0.1994634218750263,,
92,plant,5.0,0.12,11,0.037842668101940924,0.29919513281253945,,
92,plant,5.0,0.2,11,0.11993780243271845,0.49865855468756576,,
92,plant,5.0,0.3,11,0.20087432963874896,0.7479878320313486,,
92,plant,10.0,0.05,11,-0.00926977895541925,0.14653760752183378,,
92,plant,10.0,0.08,11,0.00670926529119209,0.23446017203493405,,
92,plant,10.0,0.12,11,0.03561160281099962,0.35169025805240106,,
92,plant,10.0,0.2,11,0.09848860179076147,0.5861504300873351,,
92,plant,10.0,0.3,11,0.13958914373092357,0.8792256451310025,,
92,real,,,29,0.010809122616029399,,21.01189615059979,19.76045792694654
92,margin,,,29,-0.011398418705617308,0.0,,
92,plant,2.0,0.05,29,-0.015385188752726875,0.08535731857069653,,
92,plant,2.0,0.08,29,-0.008022038235842466,0.13657170971311444,,
92,plant,2.0,0.12,29,0.02008515918514653,0.20485756456967164,,
92,plant,2.0,0.2,29,0.10998270354840056,0.34142927428278613,,
92,plant,2.0,0.3,29,0.2172429015711712,0.5121439114241793,,
92,plant,5.0,0.05,29,-0.00973037132023069,0.12131570971293235,,
92,plant,5.0,0.08,29,0.006894986187545693,0.19410513554069173,,
92,plant,5.0,0.12,29,0.0462131048344504,0.29115770331103763,,
92,plant,5.0,0.2,29,0.12590398650136003,0.4852628388517294,,
92,plant,5.0,0.3,29,0.20216736722470308,0.7278942582775939,,
92,plant,10.0,0.05,29,-0.006663944471168026,0.16463965710219206,,
92,plant,10.0,0.08,29,0.011354863297873052,0.2634234513635073,,
92,plant,10.0,0.12,29,0.04687188933666764,0.3951351770452609,,
92,plant,10.0,0.2,29,0.10731435088711427,0.6585586284087682,,
92,plant,10.0,0.3,29,0.1442328695881474,0.9878379426131523,,
93,real,,,11,0.046000849942053335,,23.07271289549381,19.851118741835595
93,margin,,,11,-0.0035586489293959467,0.0,,
93,plant,2.0,0.05,11,-0.013348210268515959,0.07003553043959114,,
93,plant,2.0,0.08,11,-0.009051837542342178,0.11205684870334583,,
93,plant,2.0,0.12,11,0.00704508758860134,0.16808527305501875,,
93,plant,2.0,0.2,11,0.07144849212453275,0.28014212175836456,,
93,plant,2.0,0.3,11,0.15595923843513315,0.4202131826375468,,
93,plant,5.0,0.05,11,-0.005505511469823032,0.12100666800711352,,
93,plant,5.0,0.08,11,0.008402264449994368,0.19361066881138161,,
93,plant,5.0,0.12,11,0.035959127814958136,0.2904160032170724,,
93,plant,5.0,0.2,11,0.1160299650576877,0.48402667202845406,,
93,plant,5.0,0.3,11,0.20674264791297314,0.726040008042681,,
93,plant,10.0,0.05,11,-0.00741566863058396,0.14342506881848988,,
93,plant,10.0,0.08,11,0.006815214295057825,0.22948011010958377,,
93,plant,10.0,0.12,11,0.03791258464733882,0.34422016516437565,,
93,plant,10.0,0.2,11,0.10451822024808322,0.5737002752739595,,
93,plant,10.0,0.3,11,0.15338124264806452,0.8605504129109393,,
93,real,,,29,0.048102349905824404,,23.07271289549381,19.851118741835595
93,margin,,,29,-0.003715325205488007,0.0,,
93,plant,2.0,0.05,29,-0.007274153811498096,0.07620728737556616,,
93,plant,2.0,0.08,29,-0.0012554816718225448,0.12193165980090585,,
93,plant,2.0,0.12,29,0.021322193913609788,0.18289748970135877,,
93,plant,2.0,0.2,29,0.08777498245474369,0.30482914950226464,,
93,plant,2.0,0.3,29,0.17943000802864595,0.45724372425339693,,
93,plant,5.0,0.05,29,-0.006139318777495628,0.10744222428602986,,
93,plant,5.0,0.08,29,0.002485403379015705,0.17190755885764777,,
93,plant,5.0,0.12,29,0.028469799680686414,0.2578613382864716,,
93,plant,5.0,0.2,29,0.09788403829006098,0.4297688971441194,,
93,plant,5.0,0.3,29,0.18558089342319783,0.6446533457161792,,
93,plant,10.0,0.05,29,-0.005386245391514888,0.15331245270287575,,
93,plant,10.0,0.08,29,0.008490291826892538,0.2452999243246012,,
93,plant,10.0,0.12,29,0.04573507658104947,0.3679498864869018,,
93,plant,10.0,0.2,29,0.11290125468191547,0.613249810811503,,
93,plant,10.0,0.3,29,0.16338459870145083,0.9198747162172545,,
