item
"83::Unusual ejaculate (e.g., coloring, thickness)"
"85::Animal-esque clothing (e.g., cat ears)"
85::Boots
85::Bras
85::Briefs
85::Chokers
85::Corsets
85::Diapers
85::Dresses
85::Fishnets
85::Glasses
85::Gloves
85::Lingerie
85::Miniskirts
85::Other
85::Panties
85::Pants
85::Shoes (high heel)
85::Shoes (non high heel)
85::Skirts
85::Socks/stockings
85::Suspenders
85::Thongs
90::Affection
90::Caretaker/caretakee dynamics
90::Clear
90::Cuddling
90::Energy work
90::Romance
90::Sensual healing
90::Tantra
90::Therapeutic sexual experiences
90::enthusiastic consent
91::Aliens
91::Angels
91::Cartoons
91::Demons
91::Dinosaurs
91::Dragons
91::Elves/fae
91::Ghosts
91::Hentai characters
91::Jesus
91::My Little Pony characters
91::Orcs/ogres/golems
91::Robots/cyborgs
91::Slime/goo people
91::Superhero/villain characters
91::Undead (zombies)
91::Unicorns
91::Vampires
91::Video game characters
91::Werewolves
92::Behavioral restrictions (e.g. limits on speech)
92::Bootblacking (polishing shoes submissively)
"92::Breath play (choking, asphyxiation)"
92::Disempowerment (stripping power away from a powerful person)
92::Financial domination
92::Internal Enslavement (behavioral restrictions are internally imposed/fully trained)
"92::Marking as property (e.g., branding, collars)"
92::Orgasm denial
92::Orgasm overload
92::Ownership
92::Petplay (master/pet roleplay)
"92::Physical struggle/overpowering (e.g., pinning)"
"92::Powerbottoming (enthusiastic submissive, often queer)"
92::Service/utility submission (performing service tasks)
92::Sexual education
"92::Sexual training (e.g., to give deeper blowjobs)"
92::World of femaledom
92::World of maledom
93::Anal beads
93::Anal dildos (huge)
93::Anal dildos (normal)
93::Anal hooks
93::Buttplugs
93::Double ended dildos
93::Fuck machines
93::Pumps (breast)
93::Pumps (penis)
93::Pumps (pussy)
93::Remote control toys
93::Sex swings
93::Showerheads
93::Speculums
93::Strap-ons
93::Sybians
93::TENS/PENS units
93::Vaginal dildos (huge)
93::Vaginal dildos (normal)
93::Vibrators
93::Weights
95::Airplanes/cars
95::Buildings
95::Chains
95::Clothing
95::Condoms (unused)
95::Condoms (used)
95::Dolls
95::Food
95::Guns
95::Hairbrushes/clips/scrunchies
"95::Inflatables (e.g., balloons)"
"95::Nature (plants, mushrooms, etc.)"
95::Other
95::Plants
95::Plushies
95::Realdolls
95::Robots
95::Rope
95::Statues/mannequins
96::Bukkake
96::Cheating
96::Circle jerks
96::Cuckolding
96::Dogging (sex with strangers in public)
96::Double penetration
96::Freeuse (society where people casually have sex with anyone)
96::Gang bangs
96::Harems
"96::Hotwifing (wife sex with others, non-humiliatingly)"
96::Orgies
96::Partner swapping
96::Possessiveness (sexual partners fighting)
96::Sloppy seconds
96::Soft swinging
96::Swinging
96::Synchronized fucking
96::Threesomes
96::Triple penetration
