item,block,f1,f2,f3,f4,f5,f6
"More sexual body parts (e.g. 3 breasts, 2 penises)",42,-0.011309192972559156,0.008559266053339681,0.0021175590743146757,0.01001377945370484,0.00013952873515811536,-0.006849549367818658
Oversized/giant body parts,42,-0.002434553880998618,-0.008456838497105696,-0.0012908126174159538,0.001426653231017526,0.005630390652165018,-0.0004207241875592323
Slime/goo people,42,-0.005758442973433022,0.0013505292905382426,0.009775738140533055,-0.0025538920213908334,-0.0005915327066698072,0.0027124178500544677
Tails,42,0.007164564337738368,0.007271796995064122,0.00142380849097031,0.006220983609269589,-0.002124577614193208,-0.009483956180417029
"Tiny people (e.g., fairies)",42,-0.0026918968638753953,-0.0037199631633214447,0.0013617520131627213,0.007505361919334266,0.006425194723198581,0.015173270808936507
Toothlessness,42,-0.0004580198094727367,-0.00934582985342099,-0.0008354491343396452,-0.0036438911692212245,0.0008895808966202846,0.010266548658712099
Udders,42,-0.009984572203786896,-0.004705316032618451,0.0034737409760864763,0.004345562263399516,0.003880728125699028,0.013498761433275146
Very excessive body hair,42,-0.0011972901095881842,-0.004800401803253093,-0.0016769526832519388,-0.004088089330266997,-0.0033336706955567562,0.004691122492234878
"Very short people (e.g., dwarves)",42,-0.0014910128721820806,-0.0072077760283759664,-0.001720030925554296,0.007782900762987128,0.0038375493918615506,0.02076057766286493
"Very tall people (e.g., tall as a tree)",42,0.0017359079547435248,-0.0012963551849854626,-0.0028021990102337522,-0.00902123323043517,-0.0058040680444284695,-0.012262217184811961
Wings,42,0.015995045281881216,0.010968649949335742,-0.0032042640881926212,0.004557442238225208,-0.003256395426448777,-0.014349864756708065
Amnesia,48,0.002319447771225403,-0.00465345743291646,-0.004538838943701213,-0.006532310847818951,0.004778882875416057,-0.004886362648158382
Brainwashing,48,-0.018797573048103856,0.01988451939702939,0.017240309495943972,0.0007022496378787529,0.007458259855287794,0.02120282471055101
Dronification,48,-0.021842150690854555,-0.0022000946413235412,0.0035445936821447057,-0.008403073685690605,-0.0007368305915892347,0.006319620320662777
Drugs,48,0.023991187810670136,0.0016004037800997832,-0.02266922381042085,0.007120658710386719,-0.011967284689926116,-0.020235219343379872
Drunkenness,48,0.035571710373263454,-0.0032396942074748125,-0.020839843948839268,0.007590741042024544,-0.012606839890410462,-0.013308008805048425
Hypnotism,48,-0.020908827208622516,-0.0032128961919762533,0.014413340679499459,-0.0010202114333742601,0.002744614522219485,0.013477221172525205
Mental disabilities,48,-0.005166511713602209,-0.015728349197267955,-0.00601443210419207,-0.01047799258461696,-0.003950724223855091,0.007142873772127519
Mind control,48,-0.011872496047610256,0.006273750492655208,0.01666142408963581,0.0008519506620682857,0.011019396010173044,0.013696788986187675
Sleeping,48,0.02422276310476415,-0.0005629561899598067,-0.002570144736365947,0.009943161555162703,0.0031256231900414857,-0.013046711606516792
Trance states,48,-0.0075175503511297455,0.0018387741911343874,0.004772815596295399,0.0002248269439797089,0.00013490294264307886,-0.010363026558950661
Amphibians,51,3.937334304458352e-05,0.001344891098669271,-0.0006977549948444256,0.000886871839818133,-0.0011045598685138242,0.0007827222223444363
Bears,51,0.002575958694509478,-0.0005807870593538691,0.0008200241051846117,-0.0029310216790153997,-0.002970832193436259,-0.004052208354257051
Birds,51,-0.0010272553362219263,0.0009780797059803824,0.0005477707694993015,-3.895339125924e-05,0.00033818099751214715,0.0007259043157958743
Cats,51,0.0017456659974432103,-0.0022496743328494677,0.0007131281613523478,-0.00519740366886934,-0.0025541240747951875,0.0010211168295220594
Dogs,51,0.0017345051523403304,-0.0048536205409374245,-0.0007921250092271348,-0.0006566777516655677,0.001266083798268228,0.009954519843320355
Dolphins/whales,51,6.421713495924553e-05,0.0013240616825358645,0.0007121272112856818,0.0020550649236721176,-0.0017675235746135792,-0.0011384759406342121
Fish/sharks,51,-0.0005671506807079798,0.0012349327612800269,-9.649092362399263e-05,7.294877025822487e-05,-0.0017004540354263688,0.0008028700382349299
Foxes,51,0.00042605061964625003,0.0044409508521901,0.0012778853400126774,0.0018166629045564579,-0.0023265741517961786,-0.003659244600708619
Goats,51,0.0004319330846215519,-0.002336009264381131,0.0007847868755793869,-0.001211946510676113,0.0004075130545179996,0.00034183663741592824
Horses,51,-0.008220676754007662,-0.004416900921728597,0.0037115041751898965,0.007794658895839879,0.005090681322196603,0.01738789488692765
Insects/arachnids,51,-0.0010031899989405902,0.002790105798115778,0.0008656165968088105,0.001443548621261034,0.0023748411266511747,-0.0008409495596643345
Lions,51,0.003007987355755467,-0.0018693425038886658,-0.002098742957271064,-0.004567578683324243,-0.0022609333649495516,-0.0029926866464968895
Monkeys,51,0.002459111317949916,-0.0030239792804248383,-0.0010641014290620541,-0.003256078143645984,-3.945767136620188e-05,-0.001054735821568355
More not listed here,51,-4.261971468383888e-05,-0.0034802584018637146,0.0009700843384020324,-0.0055861123545720036,-0.0007411006582632057,-0.0065358168580709
More/other,51,5.40445403266026e-05,0.00390643455645284,-0.0021319088224646585,0.0021492419651120624,0.00032373111174496333,-0.004486038618857597
Octopi/squid,51,0.0016236443189147605,0.004284802196481127,-0.0026439659691340624,0.00452375332489973,0.00031023093181924626,-0.00847613803649633
Parasites/leeches,51,-0.0009448335786292453,0.002514478392937792,-0.0007498961243375847,0.0012617794908541325,0.0019763696151844368,-0.0021275651783953958
Pigs,51,-0.002210857996640067,-0.00010578344075430666,-4.0598100479257076e-05,0.0003349883386656773,0.004145649113487893,0.0045444618097862655
Reptiles,51,-0.00033162673294024703,0.002430912945374394,-0.000741066131742904,0.0009213844021918565,-0.0016137261999868288,-0.0034106837076130223
Rodents,51,-0.00037082944279766706,-0.000856926514539253,-1.4558156949493554e-05,0.0006687223228641507,9.38396313906735e-05,0.0024179395072725447
Sheep,51,0.0011203599817811321,-0.002735055970179576,0.0011978542070974773,-0.0017094380222852064,-0.0002784535430646389,0.0010652937378693756
Slugs/snails/worms,51,-0.0005638113057233176,0.0012586882408832864,-0.0005295731612756043,0.001225584405319645,0.0010306186334384652,-0.0002700165057267174
"Animal-esque clothing (e.g., cat ears)",53,-0.01899369492990946,0.03672832742642649,0.01756562345145663,-0.0013375356662198366,0.015709717124283457,-0.017517767003518526
Boots,53,0.002674174716094145,0.019187771131674303,-0.00853420911516054,-0.006004664606310687,-0.012818464643634345,-0.022843692211295057
Bras,53,0.005605110000629773,-0.03191760703564165,0.005549367573405189,0.006902825235684812,0.002544469593307406,0.03278537254607486
Briefs,53,-0.004204077935302791,-0.012683556498571216,-0.00632612723113041,-0.04184764521805656,-0.007499916109712267,-0.031946257325461545
Chokers,53,0.006520765076065919,0.04629464915049104,-0.004183687596316713,0.023319372751534916,0.002583799014525478,-0.002293971115862329
Corsets,53,0.010292086059225375,0.012111022829047254,-0.012762271203135805,0.012474630848005137,-0.012409567326449506,-0.007296165651068853
Diapers,53,-0.020754090001442124,-0.013296258175687983,0.0009926752860208315,-0.02883332282716186,0.01008198261135761,0.00015006886880179743
Dresses,53,0.003225830864594782,-0.014310311759926822,0.0009705965958488044,0.01270719211468984,0.009644690303787399,0.03247203122299679
Fishnets,53,0.0051230018444563055,0.014389560241794625,0.00387821471440959,0.024247643680867022,-0.003907342543043258,0.0098048741298837
Glasses,53,0.01819288838904551,-0.009564639738199964,0.0035486487519436165,0.0032444907788917654,-0.001544861747095577,0.005751940020935951
Gloves,53,-0.016822161763748525,0.025359971124204985,0.0035619894820402014,-0.022711344878680394,-0.007194285681728159,-0.05183398687489937
Lingerie,53,0.007085481991788039,-0.02069686100610254,-0.002394771241820855,0.006916681679646197,0.000606027317876822,0.01634999534063239
Miniskirts,53,0.00516573088083366,-0.01347404366931733,0.011192369039071271,0.018514912863171203,0.012032454756169778,0.030979878672100013
Other,53,-0.01563867592744421,-0.00472493646094481,-0.0014139543061054533,-0.022959070314752337,0.003981192607506008,-0.025806512066286303
Panties,53,0.0027976475710735044,-0.018740272071596644,0.007793690333232662,0.018799618841255923,0.0026299077002243216,0.022026907055267338
Pants,53,-0.0011494805240343437,-0.016093739199895103,-0.0008276773322941823,-0.037034091514868736,-0.004967515096362578,-0.025512410769920536
Shoes (high heel),53,0.004147132423532051,0.0038145748760775194,-0.013772202607002177,0.012644372484549991,-0.0069872886254520325,0.005786502416370808
Shoes (non high heel),53,-0.00540916938226882,-0.0011648547015730628,0.0008244068555657267,-0.02529029851788302,0.0023648311580874077,-0.017709879762243873
Skirts,53,0.007831933995987726,-0.005281006337708678,0.011289737754620577,0.017756279905744816,0.009884996237978552,0.026047112173190716
Socks/stockings,53,0.004289155262811037,0.013888302325344206,0.004975904462714709,0.014671407373108087,-0.00011499150465736388,0.008291968551626942
Suspenders,53,-0.007373969136961624,0.002577304500227594,-0.01657654527372424,-0.019912043854171318,-0.0074500297534804034,-0.028282813608869306
Thongs,53,0.007394380524974056,-0.012403396950122235,-0.005351778393639457,0.03373058884095504,-0.007169805393488707,0.04059680539154447
Biting/scratching/scrapes,55,0.057667658049493586,-0.04465164047080377,-0.027075208558244176,-0.021740957709031998,-0.04421401939354957,0.009642823420815815
"Breaking skin (needles, cutting, etc.)",55,0.01813972342561519,0.010839641376938006,0.007847353597490473,-0.025008799383785706,-0.0015145336384836555,-0.04630151505524342
"Burning (figging, hot wax, fireplay etc.)",55,0.023056026050237034,0.02518735452438182,-0.010462385594211542,0.0013840093926357864,-0.018155143139085984,-0.07576266631158024
Clamping/pinching,55,-0.007251043048340804,0.0046383193781467024,-0.00992932577546096,0.0811316823296533,-0.01908121144437659,0.016827659318185976
"Discomfort (punishment ties, achey knees, etc.)",55,0.01199729433866034,0.04015372908020924,0.011235420551259307,-0.005820312156266866,0.013534838182041249,-0.0393602395339234
Electricity/tingling,55,-0.021331870095826076,-0.0014345690303222095,0.004722179722459137,-0.0123080958301412,0.006174960266262664,-0.019530683012541118
"Impact: stingy (e.g. riding crop, belt)",55,-0.0034098793913802674,0.06273068030017483,-0.016717475471177683,0.03613032993490874,-0.003904176725512489,-0.03800346088740743
"Impact: thuddy (e.g., paddle, flogger, fist)",55,-0.011428229298865831,0.05021324651670498,-0.025893713058326356,0.04293970432730547,-0.004580405380606241,-0.01784615469048836
Pumps,55,-0.047581926017492664,-0.023663014366653044,0.008626536893851572,0.010327938653399722,0.02209946284181927,0.03122654525763394
Punching,55,-0.0035083647487466276,-0.01521912285875362,0.003757687613648736,-0.04318245258267163,0.009513860659125675,0.03084376121514694
"Sexual exhaustion (e.g., long sex until raw, then continuing)",55,0.03331711774470669,-0.00154683552620261,0.030951419372450002,0.02506903124569637,0.021837039425741753,-0.04430207864757636
"Sharp (wartenberg wheels, getting poked, etc.)",55,-0.0038007983460215857,-0.023957280841809182,-0.0055303455198924085,-0.03046703585901508,0.00013761064955902354,0.026287461521142058
Slapping,55,0.04840139367097297,0.022375832186088795,0.007527791452540831,0.010435054955226047,-0.00929048083533947,0.04044606512000984
Sounding,55,-0.0014286806347397903,-0.048668898869685756,0.0019427452104220397,-0.03412801215989775,-0.010998340320342376,0.05276001855736429
"Squeezing/compression (stepping on balls, heavy weight, etc.)",55,-0.030815708716724947,-0.03019417387781294,0.0073719569810889495,-0.04083814733540815,-0.018712259788633917,0.03204653406086715
"Stinging (insects, nettles, etc.)",55,-0.0021830755820225027,-0.04559842216747296,-0.0034849754316428204,-0.029021238431967262,-0.002684774212153275,0.04374611783502158
"Stretching (e.g., huge insertions)",55,-0.05983963739952467,0.0187951546468718,0.015110338013744774,0.0350973006093602,0.05983757285353387,-0.002720188167427134
Castration,62,-0.009670226679455217,-0.019799426327155555,-0.001823667412287893,-0.019655250795834328,-0.003758975277353341,0.01567754982972977
Cuckoldry,62,-0.042810142251441204,-0.04190356662087047,0.021817694160631455,-0.015835858511380474,-0.018255182223416544,0.08182585912217157
"Defilement (to corrupt, dirty, violate)",62,0.03182489717024592,0.03793833952816707,-0.009472409819451076,0.0187822178848898,0.04228762728089683,-0.05359301737275089
Facesitting,62,-0.04034338494253399,-0.05570049118504202,0.001149313390963526,0.029565925328243623,-0.1338265192714032,0.028312960199709115
Flaccid play,62,-0.028921198677739228,-0.02089411691558589,0.011765613239378164,-0.018841228533508052,-0.02143348645219614,0.014663279939867855
Forced consumption of desireable things,62,-0.0008865278399460338,0.005791464553106849,-0.001276332768770017,0.0027695894935646863,-0.0031560720819457113,-0.03075933639461013
Forced consumption of undesireable things,62,-0.02258937691564509,0.0014761227602053699,-0.005364333214001422,-0.007320974833935041,0.0018770781028593828,0.016681226285090164
Humiliation for sexual inexperience,62,0.004943948333202439,0.0014533368676872085,0.002716155644003142,-0.01134526107568886,0.012165198659973297,-0.023700668606113046
Humiliation for sluttiness,62,0.05550786429404508,0.01957054275630444,-0.00578394498633008,0.02689125284911355,0.014068021357702198,-0.023487945029239683
Impotence,62,-0.00736399690734704,-0.022007946191760993,0.003590359067769028,-0.02387046806714536,-0.005339268844821596,0.00826832060611029
Insults,62,0.05205245171047303,0.016592417700133488,-0.016968107662259965,-0.004974389115688455,0.009828489415556616,-0.042234582165416756
Objectification,62,0.036921238748634774,0.03991483051453743,-0.00466343025318445,0.010356821906680221,0.023760869685038342,-0.033393086063358585
Other body part humiliation,62,-0.011921455855505081,-0.011825218392137593,-0.002415731465202947,-0.014958042502916954,0.0029891002857506477,0.008796161802562309
Photography/videography,62,0.0357689308423892,0.01575019943867719,0.006860230340948506,0.04134329414539662,0.021018190941743398,-0.01917088721099819
Public humiliation,62,-0.013933995006709454,0.016971423810038536,0.007048157603871729,0.016350688615415852,0.03349218750756455,0.01580353066423684
Religious humiliation,62,0.0026343743893671315,-0.011795931770255216,-0.002576713979900296,-0.01766167212425073,0.006429971603410223,0.006989967957367971
Scat,62,-0.013629825586683948,-0.02421723777231514,-0.005848922126482526,-0.014018405107760742,-0.0051051923632477415,0.025338193394969063
Small penis humiliation,62,-0.044289363653121985,-0.03251071021293027,0.01481081792957316,-0.03521422653893579,-0.0210401424556885,0.05225774939318545
Urine,62,-0.04672093182417041,0.00040180172061721214,0.0002121302638464565,0.008635097720366997,0.004896714596278998,0.029300102270244655
Verbal degredation,62,0.04372541201980405,0.03153660122397761,-0.015179740078562343,0.0011980238054267861,0.004661422880865832,-0.0460733835275569
Writing on bodies,62,0.01970130863213711,0.053257564514601084,0.0014028621254479163,0.027802865457946694,0.034439966652432624,-0.03150199509520092
Behavioral restrictions (e.g. limits on speech),63,0.0009305859222826175,0.02130184618078567,0.00184838501447059,-0.007305242191571193,0.025979321861261645,-0.0019424382364659825
Bootblacking (polishing shoes submissively),63,-0.007733036019759891,-0.028037896511975535,-0.005932196760823174,-0.024841073730202036,0.005816689572023768,0.034684740013673124
"Breath play (choking, asphyxiation)",63,0.05636419091257711,-0.012488265196996756,-0.06929955093194215,0.0062223569839502104,-0.022868380991457087,0.02237381812891926
Disempowerment (stripping power away from a powerful person),63,-0.0011574608521786884,-0.0056841511917624255,-0.010518320014686448,-0.02755469274049633,-0.009274898015138304,-0.008896022425036097
Financial domination,63,-0.007243780259828538,-0.037680407455066574,-0.008017442101158425,-0.028177022491693682,0.0008286052079250004,0.027445426373300205
Internal Enslavement (behavioral restrictions are internally imposed/fully trained),63,-0.01412082944285018,0.010952363669336038,0.004227390132126827,-0.0013798302912812139,0.02472426020976933,0.004798093507911959
"Marking as property (e.g., branding, collars)",63,0.005889967757195012,0.10132823252871573,0.01856666440504462,0.03693207759854822,0.024368458182205878,-0.0736733713686713
Orgasm denial,63,0.0025950690527012936,-0.012847807532502635,-0.007285262001030262,0.009055487508921082,-0.02298805615465416,-0.018240137835113364
Orgasm overload,63,0.018584324141402996,-0.054064345185930285,-0.009050745330128711,0.04646694902560807,-0.006498612504004061,-0.013271181026506115
Ownership,63,0.011879792290637584,0.06219583243805707,0.010833087181393695,0.033963645990376254,0.02401538678051819,-0.024671194435005733
Petplay (master/pet roleplay),63,-0.02446143109719771,0.056765576898168454,0.019784804583441482,0.0232330379241911,0.025753997150266817,-0.01829632451086594
"Physical struggle/overpowering (e.g., pinning)",63,0.03415525335424727,-0.026969320808447262,-0.03540330142613852,-0.025224058548597158,0.003510986422105736,-0.007897581455710765
"Powerbottoming (enthusiastic submissive, often queer)",63,-0.031226694575467073,-0.010717976629565317,0.011395416767882324,-0.032918803122857214,-0.04221674548936689,-0.013060673457969246
Service/utility submission (performing service tasks),63,-0.008757678674525489,0.009908126981568314,0.00962778969571719,0.0076464621177284135,0.007658889773239049,0.00870807181797454
Sexual education,63,-0.007858461957617113,-0.0445234009807697,0.002879739658825884,-0.013526910471247001,0.0032106992757393055,0.019220942737649568
"Sexual training (e.g., to give deeper blowjobs)",63,0.029423126965150787,0.007645529558286977,0.04777415457016312,0.03973460355364024,-0.008458230190734047,0.02685509764142881
World of femaledom,63,-0.054139834674569905,-0.03301294650953512,0.012349116555995012,-0.025040940185061922,-0.04243385253998268,0.029374648985185492
World of maledom,63,-0.003123102842200092,-0.004070990252366679,0.006220270000847036,-0.01728604692995595,0.008871481450282454,0.006488085545301693
Abductions/kidnappings,67,-0.0004523765426966147,0.026473502617709435,-0.024660945223552427,-0.011743450757792725,0.005601048168259168,-0.023701484977923702
"Body control (directly controlling a body, e.g. voodoo)",67,0.005502976322415873,-0.022957723950141673,0.0006835243916512676,-0.006261171443798984,-0.024853020658275722,-0.029720749786836462
Coercion/blackmail,67,-0.0008362162365829889,0.011763615490327645,0.021003179579509045,0.017621169157399082,-0.0012882786371730699,0.05314728081225309
Dub-consensual (unclear consent),67,0.020551188187242764,-0.003416578637603697,0.004337464533533296,-0.03169147136325426,-0.027845476619677324,-0.05164300433442795
Forced nudity,67,-0.015271773670924818,-0.004019566245651294,0.027398477104221473,0.05184091711874261,0.005266720734416221,0.05896660686327001
Forced orgasms,67,-0.001724202811926548,-0.031982470503922084,-0.013806131267869587,0.04830959387130278,-0.017887610222726117,-0.024011933912239523
Frotteurism (e.g. humping in a crowded subway),67,0.003322801590346111,-0.010909983807727518,0.02755123416602396,-0.013548148981146637,-0.017083072063297615,-0.022224468344691287
Inebriation,67,0.0023258901022808385,-0.016374062909629988,0.005938963173584129,-0.0082375366438366,-0.0038528738466748385,0.014305774793818804
Rapeplay,67,-0.003704190614385781,0.014965888497813553,-0.003547598272002863,0.02320363002775278,0.03322731176515741,0.04982065025253822
Sex trafficking,67,-0.029224994670264598,-0.009477549540279979,0.007853798833948742,-0.014415704241600689,0.02145251155768288,0.03769048323771062
Sexual slavery,67,-0.03248695346809933,0.04689468434245223,0.010532740452355333,0.04110603155352315,0.0328211207003022,0.03666956163257714
Slave auctions,67,-0.03120508054587958,0.001489856376204655,-0.0018258401800290648,-0.014695754853676041,0.020164609296181135,0.03155040240417179
Stalking,67,0.011832748485243384,-0.010109835199873646,-0.002627413344539942,-0.025547324458901524,-0.014716406012930755,-0.046511677822364504
Struggling/fighting,67,0.039800609223082546,0.006752637747469718,-0.046236619205325215,-0.019318500728232144,-0.00021906250681321177,-0.03802178473547106
Wartime raids,67,-0.0037874881520992875,-0.022060113061097685,0.0025918071691465082,-0.017457709313906174,0.006997722412903041,0.02577022867199362
Weapon threats (e.g. gunplay),67,0.035357062802246875,0.022967698783946052,-0.015186641910654358,-0.019164568942576732,-0.0177852440673347,-0.07208588475437748
Aliens,73,-0.009647624657678492,0.008343466473092682,-0.002034677798357992,0.012995200486825485,0.004555368799515054,-0.0043762735001661645
Angels,73,0.016178540081784393,-0.003270268604266106,-0.0036133335686496433,-0.005851797542913643,-0.01015077638538824,-0.008876447376623749
Cartoons,73,0.0037789905830430282,-0.006919559535824389,0.020297301360280337,0.010076963520448439,-0.005512237923222192,0.03319828605310635
Demons,73,0.011065108090773493,0.01644316613162097,-0.012983744963334227,-0.002501379612293766,0.00017643574729109095,-0.02147856515909863
Dinosaurs,73,-0.004292081567261598,-0.00798237756649263,0.0006616827899134689,-0.008890526834228763,0.0036374458053003767,0.011463893185335217
Dragons,73,-0.009808690204726361,0.015057593006484606,0.005155879016558814,-0.000950434640760586,0.0015500027097108927,-0.022805183505308017
Elves/fae,73,0.01090963379948126,-0.009287557597444566,-0.007685739747144293,0.005863164768979238,-0.008740152323855504,0.009110573805085608
Ghosts,73,0.001052159853645971,0.009262035449034745,-0.0016148708406198448,-6.529803437294435e-05,0.0005267969958978637,-0.020359109747863577
Hentai characters,73,-0.00047936402505892686,-0.0010816470731200448,0.02544335237252978,0.023061480737781238,0.00541964202507785,0.02308361520618636
Jesus,73,-0.0013565548736503236,-0.011442471252693629,-0.004763045643920133,-0.006943296243003665,0.002965123613669225,0.011198780930446071
My Little Pony characters,73,-0.011039381253438427,-0.004389405375022551,0.011007336002961937,-0.0021870555183394653,0.006537042886847896,0.017547657540593262
Orcs/ogres/golems,73,-0.009516664606491624,0.005953000781127961,-0.0008494209709655816,0.006884197786906156,0.006290851157984435,-0.000866075500141928
Robots/cyborgs,73,-0.007190914466048038,0.005787049077226231,0.004432082369205394,0.0038494108112595926,0.0016909525926764523,-0.0006263303205082959
Slime/goo people,73,-0.014871456525608453,0.005609109581510012,0.019626735478543853,0.005764072790489669,0.0066425009748787055,0.004126040522119033
Superhero/villain characters,73,0.01995185184700369,-0.012021854157538604,-0.018078497328964983,-0.007430300255918368,-0.01209674872250816,-0.009801331080450624
Undead (zombies),73,-0.005334423779843987,-0.004943591668648724,-0.0018726811775005943,-0.00486255936551722,0.00504250929790215,0.007701248833645207
Unicorns,73,-0.01010179694897302,-0.004567036131161267,0.003755737754516994,-0.00020871020465913214,0.005273726507765647,0.01227336422448422
Vampires,73,0.021502896684044395,-0.007244402917177588,-0.03537672750719262,-0.01630921706402038,-0.011946322135988214,-0.027201964254537414
Video game characters,73,-0.0015983756207486063,0.0038269281461387607,0.02900979809494838,0.003308088564620795,-0.005855563637153572,0.01894046254250307
Werewolves,73,0.000798147589751648,0.0028678232331539643,-0.030517165692809094,-0.015602004151282689,0.003993402013598289,-0.03225264239880587
Anal beads,77,-0.06652211256199055,0.11176721043920161,-0.01200376083603409,0.10264994671828644,-0.014529974171154793,0.04944162891694198
Anal dildos (huge),77,-0.056602499822370186,0.0438751053269707,0.020525311111343515,0.0037940819368726683,0.0340794239152897,0.013048279232221774
Anal dildos (normal),77,-0.08681102874372475,0.11755860298967451,0.006998875526188257,0.07492804220293253,-0.015630820212580953,0.048881015696702224
Anal hooks,77,-0.022129151139680236,0.018967362362101284,-0.010086729464075444,-0.0043883384567169285,0.01909694110861798,0.018006341601840125
Buttplugs,77,-0.0434385217501122,0.11171967319669018,-0.016567349855087822,0.10011993315848591,-0.031130903399437505,0.06063081395191287
Double ended dildos,77,-0.02763545361252931,0.027473540991552855,0.020072123743574206,0.037572690456396454,-0.013730343269549845,-0.0178446992602003
Fuck machines,77,-0.0011838806483826098,0.023280599194686665,0.02957709921294203,0.021508207597125125,0.03142564348518402,-0.04626968417733958
Pumps (breast),77,0.00041414164758681873,-0.014391910946288002,0.013404174340612088,0.00011316589286290251,0.02573466173004147,-0.005434233081958842
Pumps (penis),77,-0.00482852560204237,-0.015743490750912265,0.023339294057798412,-0.0525850496920149,-0.00207808539762914,-0.0022873574860960144
Pumps (pussy),77,0.0009407898712359161,-0.03003463882466907,0.011055039954012488,0.003934594990249781,0.02761611157650454,-0.017288474220915513
Remote control toys,77,0.058687889915566845,-0.03885464755917562,-0.016011652169085858,-0.03070591454750226,-0.014458210939381615,-0.013462372930459153
Sex swings,77,0.06714960833483884,-0.011883592067761484,-0.034708648031881256,0.01352755361056865,-0.03727906901111037,-0.005982653935623006
Showerheads,77,0.08642089059807607,-0.10800669133551347,-0.028699655119506857,-0.05915311226625179,-0.043699292686138154,-0.022538796020139466
Speculums,77,0.001518215463735136,-0.03145975405719073,-0.0032996890288893564,-0.03564693741480906,0.016596189212669494,0.002413371942383333
Strap-ons,77,-0.052732460177463504,0.03769578535635906,0.01921065485913163,-0.026533062128364038,-0.05342994122472486,-0.02605933746728766
Sybians,77,0.01428079013892179,-0.03795823105960703,0.0023585031215041844,-0.009536016180440048,0.013555292239745593,0.0065119900749658925
TENS/PENS units,77,0.01866812997496862,-0.03736305459433103,-0.006224133899533572,-0.048766356279408826,0.0019721696944735717,0.004778585581241549
Vaginal dildos (huge),77,-0.004427549078264187,0.0032275492474778712,0.019697718041536263,0.02003934483990759,0.05755305201034871,-0.04245513099035705
Vaginal dildos (normal),77,0.05627298097254844,-0.07131116417341285,-0.014291912132177863,-0.017376721137198316,-0.00044885439435426766,-0.007073653101709179
Vibrators,77,0.04843156433469595,-0.06858665816219837,-0.013746737365236543,-0.05271983641905039,-0.007661539725926708,0.003892009852621737
Weights,77,0.013526181884385381,-0.0299715955736549,-0.01059852606713423,-0.04077621688193183,0.006447549459113027,-0.0009076441787455358
Breast implants,79,-0.032486022300919376,-0.034642637772123466,0.04768552692679542,0.03045063004551917,0.04464122711358714,0.12848828720949848
Facial piercings,79,0.04342439783621825,0.07308581233798504,0.007912106017247105,-0.00032251747467169776,-0.06567058526850157,-0.13226913588036765
Gauges,79,0.009985296508319029,0.0039015284232654275,-0.02049735264257102,-0.021622303832661824,0.008829002737861925,-0.028466273574881098
Genital piercings,79,-0.030205964068260815,0.029171514953857725,-0.0037524808886520277,0.05204843554396561,0.00027277119684727296,-0.0329512944359553
Nipple piercings,79,0.01630007469754791,0.061202583192822096,0.030239842230815026,0.2033393461893307,-0.08354039387764495,0.05029025427607253
Other,79,-0.011065331908741248,-0.016256406905848213,0.012288452988389877,-0.05167638459835206,0.04271135847416126,-0.03363575160260904
Penile implants,79,-0.023301258291710477,-0.03832378637591519,0.007569912893805672,-0.044074683542328394,0.03507194382827168,0.03399207279682636
Scarification,79,-0.009889759831299832,-0.007647456135546706,0.00650005214392506,-0.056576297292434116,0.032343233385189615,-0.01810317791323497
Split tongues,79,-0.01093960360917159,0.03706622446136523,0.015026517153855912,-0.00870071198331463,0.008460225669579572,-0.04143533068851809
Tattoos (heavy),79,0.05188180334525539,0.01831436613708788,-0.11880796212487847,0.015128827962560846,-0.07829420961873244,-0.05731295004127522
Tattoos (light),79,-0.003703632377237483,-0.12587174231694978,0.015835385301267685,-0.11799434101761373,0.05517542635938057,0.13140329985444393
Airplanes/cars,81,0.006457335133231345,-0.017317825767218645,-0.004963074712432447,-0.0047614596817456304,0.000119642867641114,0.012079124762894359
Buildings,81,0.0033632427554059464,-0.008657304499945171,-0.0035102052378539455,-0.004211547422019391,0.00034716178223849145,0.007241729262739507
Chains,81,0.014548677338171763,0.02447189850925028,-0.009132918442783192,0.006857457787478283,-0.005735051238693857,-0.030988949211925784
Clothing,81,0.008148099849884717,-0.006956577069821214,0.008359610992059755,0.0006856515627908196,-0.01196669599877327,0.0017075561416529214
Condoms (unused),81,-0.00023814930827033198,-0.00506749453629567,0.00498680140764165,-0.001212011279810774,-0.0002096881059666115,9.057222692334718e-07
Condoms (used),81,-0.00916389091739476,0.004969819861705067,0.01034993272912884,0.005091211668684442,0.006450668822649206,0.00784144043556858
Dolls,81,-0.004066813402333444,-0.0028021483126944675,0.001491014077273507,0.0003746292222676863,0.003287643418910609,0.006678683758993776
Food,81,-0.004850332628035472,-0.0025827459844873168,-0.001721589499362327,-0.0012385110782806338,-0.004835622756074314,0.007972312064958437
Guns,81,0.006996126878015138,0.0126593510427629,-0.004145932577250628,-0.005539493141415598,-0.0018956473434623522,-0.026105338083483184
Hairbrushes/clips/scrunchies,81,-0.005657518163959313,-0.0069834278159846466,0.003467150267094467,0.014648828832475948,0.002271799897873355,0.00948279839001857
"Inflatables (e.g., balloons)",81,-0.005847429972843305,-0.0017965384605892142,0.0005509678208317117,-0.00014401460854808037,0.0022953597480125116,0.005814748018606629
"Nature (plants, mushrooms, etc.)",81,-0.0017545128914101492,-0.0026097433637889923,-0.00032935312905574255,-0.0020995214206720333,0.0007722392832730581,0.003912023669260059
