qi,option,loading,z_in_block,endorse_rate
36,Smells (bad),0.0377853214824591,-2.0560972587801474,0.04477089891570479
36,Smells (good),0.1924566891454065,0.030574859195058517,0.6362364463098986
36,Spicy/tingling,0.18274403694740998,-0.10045857536611444,0.18922700244840854
36,Stretching/fullness,0.24955069049024295,0.8008302885614406,0.37355718782791186
36,"Stuffing (nonfood, typically in genitals)",0.1636738362987581,-0.35773473823324686,0.18572927597061908
36,Temperature (cold),0.30147315516906087,1.5013164934674608,0.3732074151801329
36,Temperature (hot),0.30321671268164624,1.524838835724926,0.3784540048968171
36,Texture (rough),0.25284597210344395,0.8452869476512284,0.23189926547743966
36,Texture (soft),0.28464033470548483,1.2742248367571611,0.45435466946484787
36,Tickling,0.15196437102879812,-0.5157071869444364,0.3595662819167541
36,Vacuum/suckage,0.12518659913547692,-0.8769662281979977,0.2105631339629241
36,Wax play,0.2633146573208847,0.9865200270838472,0.36796082546344877
39,Age transformations (rapid aging),-0.1173116029003946,1.5944118508456797,0.0916030534351145
39,Age transformations (rapid deaging),-0.1915884752410377,0.8283500897765073,0.19553728714034058
39,Animal transformations,-0.23584877655150893,0.37186715910255475,0.3987081620669407
39,Body parts transformation,-0.33660484608529406,-0.6672903825811823,0.4938344098649442
39,Body swapping,-0.39616062784811257,-1.2815247414249604,0.4997064004697592
39,Body transformation (general),-0.3084593314647181,-0.3770088747983267,0.6236054022313564
39,Furries,-0.0941199712314022,1.8336010040579716,0.4016441573693482
39,Gender transform (female to male),-0.28231733352492344,-0.10739083154278606,0.2530827950675279
39,Gender transform (male to female),-0.36604214047855915,-0.9708947869319148,0.5290663534938345
39,Inanimate transformations,-0.21183551728321734,0.6195302486267523,0.16793893129770993
39,Possession,-0.3656637664664692,-0.966992389686173,0.3963593658250147
39,Shapeshifting,-0.35690503366819426,-0.876658345444122,0.541397533763946
42,Animal body parts,-0.3056502032376596,-0.8257836029512519,0.35075075075075074
42,Extremely huge body parts,-0.024957007766690197,1.013851966483414,0.3219219219219219
42,Extremely small body parts,-0.067446361397253,0.7353809257803433,0.0966966966966967
42,Fangs,-0.39528292127182546,-1.4132276127858734,0.6246246246246246
42,Horns,-0.4355931002885702,-1.6774165576053501,0.6054054054054054
42,Impossibly severe obesity,0.01842293837424753,1.2981598628224356,0.05345345345345345
42,Massively giant people (e.g. skyscraper tall),-0.08753363782550676,0.6037308936216407,0.2012012012012012
42,"More sexual body parts (e.g. 3 breasts, 2 penises)",-0.21528591900090868,-0.2335449802461128,0.3795795795795796
42,Oversized/giant body parts,0.0024841433889172936,1.1936985696309768,0.3945945945945946
42,Slime/goo people,-0.2403044194122715,-0.3975137689210025,0.3237237237237237
42,Tails,-0.3939398808051889,-1.4044254577871773,0.6474474474474474
42,"Tiny people (e.g., fairies)",-0.1864043942971827,-0.04425831066606799,0.2564564564564565
42,Toothlessness,-0.02100819263922353,1.0397321120759018,0.024624624624624624
42,Udders,-0.12910868140338602,0.3312521509918672,0.14234234234234233
42,Very excessive body hair,-0.033664726959264785,0.9567824321527684,0.09309309309309309
