q,K,seed,world,n,m,I,P,X
62,2,11,g1,3398,21,0.09125970789152459,0.03672185765948427,0.16043376725953556
62,2,29,real,3398,21,0.1850208366390913,0.08621524916004702,-0.001860680923242597
62,2,29,g0,3398,21,0.03977969346572827,0.04865771897527752,-0.01636638151347749
62,2,29,g1,3398,21,0.12850083133756732,0.06889941566229954,0.017091093413150772
62,2,47,real,3398,21,0.18370012060699256,0.08491049453496743,-0.00721320555832446
62,2,47,g0,3398,21,0.04247206921236043,0.040691942730916045,-0.021124645458169812
62,2,47,g1,3398,21,0.11530400662282397,0.03977834423011545,0.15686226929249214
63,1,11,real,5007,18,0.23183641249460846,0.08684611554519624,-0.03142072069203531
63,1,11,g0,5007,18,0.03151521164940572,0.0379234665364571,-0.023039679060374428
63,1,11,g1,5007,18,0.15119233760209824,0.05176016079144139,0.10574441896443124
63,1,29,real,5007,18,0.22530570003417255,0.08518705458434019,-0.010581747549374888
63,1,29,g0,5007,18,0.024588818056427965,0.04335398925224702,-0.020152550414375043
63,1,29,g1,5007,18,0.11087338932814243,0.04562397234964677,0.21596392737028525
63,1,47,real,5007,18,0.21994592528187812,0.08654257257630954,-0.023400136674484484
63,1,47,g0,5007,18,0.037961028483986414,0.04356688313138806,-0.02331926897336062
63,1,47,g1,5007,18,0.14065536803108245,0.04140857847070948,0.1566450267407404
63,2,11,real,5007,18,0.22486678729782172,0.08651891191026197,-0.04990024522509343
63,2,11,g0,5007,18,0.01269279015566029,0.043175827390489155,-0.0431318814117546
63,2,11,g1,5007,18,0.14650748378779188,0.057892749207156216,0.040183672604154355
63,2,29,real,5007,18,0.21627736477525003,0.08670683606338608,-0.03601277220283278
63,2,29,g0,5007,18,0.008435117631647226,0.04807370864425048,-0.04088137819383042
63,2,29,g1,5007,18,0.11105836140171557,0.045324032393077064,0.16449941314922037
63,2,47,real,5007,18,0.21243965079945315,0.08579071257036075,-0.03899578688480365
63,2,47,g0,5007,18,0.018902443932513186,0.04887509821627818,-0.04192211877230331
63,2,47,g1,5007,18,0.13785163200865522,0.04808774670265351,0.08942064335337971
67,1,11,real,5415,16,0.16880010962963488,0.1068768929029878,-0.037531646583916035
67,1,11,g0,5415,16,0.04711174763456384,0.015290753006663233,-0.02507375520810016
67,1,11,g1,5415,16,0.11819429337158369,0.038246646491509995,0.1872540446339903
67,1,29,real,5415,16,0.16945177387611127,0.11335521318191755,-0.02787151582063191
67,1,29,g0,5415,16,0.044769468286019055,0.018263677505822064,-0.021790908315264607
67,1,29,g1,5415,16,0.07930263994862477,0.052262574657396345,0.23697636048001577
67,1,47,real,5415,16,0.17271279915834808,0.10724538417473178,-0.05159906260746594
67,1,47,g0,5415,16,0.0352844736084303,0.01735029391981781,-0.02290239421712157
67,1,47,g1,5415,16,0.08983273683656443,0.045147809592787004,0.18117667333992424
67,2,11,real,5415,16,0.16638937356322084,0.11267864487079252,-0.07214637989826041
67,2,11,g0,5415,16,0.03276204579377948,0.01923277454883813,-0.04081541137198365
67,2,11,g1,5415,16,0.11340135327231182,0.0414233366380868,0.12924191349637615
67,2,29,real,5415,16,0.16674984451181343,0.11909676024606355,-0.07437270889614796
67,2,29,g0,5415,16,0.028652032403910434,0.024106073756674208,-0.03407002867668109
67,2,29,g1,5415,16,0.07960097788929785,0.054449982791203035,0.18240468300048285
67,2,47,real,5415,16,0.16930697350213894,0.11325790385819981,-0.08877234342952046
67,2,47,g0,5415,16,0.02364790525872688,0.02193683578093667,-0.03683750203454424
67,2,47,g1,5415,16,0.0905472514741566,0.04555261259877297,0.1360134962879958
73,1,11,real,2386,20,0.23469045872508923,0.09111218309291627,0.02857746614198623
73,1,11,g0,2386,20,0.06172450239837708,0.04235930082310026,-0.027111245562697374
73,1,11,g1,2386,20,0.1425259656189351,0.08986452859884232,0.12780283039154583
73,1,29,real,2386,20,0.2495035337119162,0.08984437078251276,0.019323002606744445
73,1,29,g0,2386,20,0.067500638875825,0.02916128923784831,-0.020580282720667437
73,1,29,g1,2386,20,0.12425893367516788,0.05440617955031797,0.14849779660440626
73,1,47,real,2386,20,0.23362641446895058,0.09115995961453388,0.038385192502829624
73,1,47,g0,2386,20,0.08824685230446352,0.037872741954004065,-0.019060941664946613
73,1,47,g1,2386,20,0.11579979063416768,0.04791992061495043,0.13049475746156247
73,2,11,real,2386,20,0.2315205617705072,0.0952368620459174,0.014573764956116009
73,2,11,g0,2386,20,0.04888331528771189,0.04739382316898311,-0.043693036057069035
73,2,11,g1,2386,20,0.14073633982041306,0.08745498994535351,0.07560579422224768
73,2,29,real,2386,20,0.24448865037695752,0.09365643322102295,0.017421161064763824
73,2,29,g0,2386,20,0.054198068066043506,0.034780685041908524,-0.028442166035501905
73,2,29,g1,2386,20,0.12327648390668156,0.056611817587911964,0.09723779492189345
73,2,47,real,2386,20,0.22777392426466714,0.09431652165171629,0.033894832957533275
73,2,47,g0,2386,20,0.0758275305316948,0.04238958023000886,-0.04123743582728952
73,2,47,g1,2386,20,0.11260903039134613,0.05222277217037065,0.06229744529618088
77,1,11,real,5045,21,0.2769146280791827,0.1072341051040447,0.026115233576450993
77,1,11,g0,5045,21,0.047606839833717676,0.04209675002041231,-0.014399673060438692
77,1,11,g1,5045,21,0.14293214695264916,0.04263894089855558,0.17282960755295435
77,1,29,real,5045,21,0.2661834011563642,0.118600862502213,0.029634969032991988
77,1,29,g0,5045,21,0.040082216543713425,0.04330206189273335,-0.013690038668759933
77,1,29,g1,5045,21,0.15856248689674318,0.04613224285564721,0.12649293419331104
77,1,47,real,5045,21,0.2788815094621292,0.11075200126541691,0.027439568213510415
77,1,47,g0,5045,21,0.042097522443632976,0.04897536486621369,-0.017829459088786893
77,1,47,g1,5045,21,0.1717304827380213,0.045521920796832184,0.1482661023094596
77,2,11,real,5045,21,0.27565941980268965,0.10813940305435935,0.00928473542146413
77,2,11,g0,5045,21,0.04032025169254371,0.04438356495188034,-0.028331665028831887
77,2,11,g1,5045,21,0.1408121698962878,0.046241554991150735,0.11717378100215636
77,2,29,real,5045,21,0.2651946322335831,0.1203833695764718,0.006773907113122127
77,2,29,g0,5045,21,0.03367538427491275,0.04705908893098777,-0.023038974499660615
77,2,29,g1,5045,21,0.15547580756557403,0.04922140658112665,0.07094923336282757
77,2,47,real,5045,21,0.27633480229203966,0.11215602712969418,0.008837557723763989
77,2,47,g0,5045,21,0.034776930301784095,0.052178425889893035,-0.028663840920405283
77,2,47,g1,5045,21,0.17187819212009658,0.04470854701868776,0.10459757647731892
79,1,11,real,9249,11,0.27659085598204275,0.006968350011101631,-0.03679760283516659
79,1,11,g0,9249,11,0.06562437794266954,0.06977976574211572,-0.0042980441800366705
79,1,11,g1,9249,11,0.14257803048162332,-0.008670864234162726,0.1803836726928058
79,1,29,real,9249,11,0.25391605312200427,0.02166646495989947,-0.03969010448658657
79,1,29,g0,9249,11,0.06397229853655853,0.07009750325688172,-0.007270593070056914
79,1,29,g1,9249,11,0.12338110554339181,-0.03716393228471976,0.2016606560871037
79,1,47,real,9249,11,0.2547425156503249,0.012220747547442474,-0.0379846384155371
79,1,47,g0,9249,11,0.05758316574837283,0.06934334036160109,-0.00442243711938108
79,1,47,g1,9249,11,0.18190671316826207,-0.009979990975587601,0.04977684720381115
79,2,11,real,9249,11,0.26483630341421804,0.008777964738443757,-0.07566182690623009
79,2,11,g0,9249,11,0.05689546067789905,0.06916680370091735,-0.019528873029092248
79,2,11,g1,9249,11,0.12736603538141655,-0.008977535896612024,0.10245232675038397
79,2,29,real,9249,11,0.24592172024463857,0.024952691699286267,-0.07816740959542617
79,2,29,g0,9249,11,0.0570852418316551,0.06965638154427557,-0.020348911223730316
79,2,29,g1,9249,11,0.11801145603691665,-0.028483847355367072,0.10742039253980235
79,2,47,real,9249,11,0.24840374715635563,0.013634807122525221,-0.0643549787255276
79,2,47,g0,9249,11,0.04500762062016705,0.0687655405277669,-0.020419355390431212
79,2,47,g1,9249,11,0.16504378296635475,-0.0018596898137887546,-0.01651928271677794
81,1,11,real,1655,19,0.18348696395170744,0.05356818472800208,0.0010157823334233824
81,1,11,g0,1655,19,0.05547343160058266,0.040716581023946596,0.010151666667009784
81,1,11,g1,1655,19,0.11776788686335893,0.037683037605893144,0.12704403857010266
81,1,29,real,1655,19,0.18241058181705092,0.036795482492170885,0.022081384113072512
81,1,29,g0,1655,19,0.0368344696021952,0.04321904998421886,0.010420834346102506
81,1,29,g1,1655,19,0.0972767773389542,0.00956462748785312,0.2397313463338513
81,1,47,real,1655,19,0.16469372937140192,0.062212099769761824,0.010021592072350538
81,1,47,g0,1655,19,0.030977589546402135,0.05538683260093943,0.0031996987345733396
81,1,47,g1,1655,19,0.11588432462252526,0.013564532592160098,0.11284399494161121
81,2,11,real,1655,19,0.16466184361756164,0.05359599623658528,-0.03887933320674375
81,2,11,g0,1655,19,0.043122358678276664,0.039659003555084976,0.01391370741167684
81,2,11,g1,1655,19,0.10736713612439674,0.04222870142462039,0.07632883237471201
81,2,29,real,1655,19,0.16444283400255072,0.03392841838250944,-0.02215425239614314
81,2,29,g0,1655,19,0.026370820471612544,0.04338043373695177,0.007009414004591321
81,2,29,g1,1655,19,0.09341364405263108,0.011023002161021698,0.17513213931078875
81,2,47,real,1655,19,0.14882056953031697,0.06301471497345652,-0.03964556086513902
81,2,47,g0,1655,19,0.023647050830283567,0.05407160202888317,0.006455735385217208
81,2,47,g1,1655,19,0.09922227219448998,0.017090258889327747,0.07106039781765067
83,1,11,real,1604,10,0.09105341785610753,0.06935787248084174,0.11707028323095818
83,1,11,g0,1604,10,0.02120547544690443,-0.08363218517327431,-0.061247672632011134
83,1,11,g1,1604,10,0.04115126646592765,0.01206822693268883,0.1437057875255096
83,1,29,real,1604,10,0.0881268609970744,0.06289539289890278,0.1305830117153744
83,1,29,g0,1604,10,0.04044893219688971,-0.10719003783631892,-0.04661479017210829
83,1,29,g1,1604,10,0.06454159003528795,0.03274821689771399,0.1423386546359708
83,1,47,real,1604,10,0.08555215573332034,0.08637729288230403,0.12302819374785903
83,1,47,g0,1604,10,0.05185405601746429,-0.09673785540136358,-0.0606148463398155
83,1,47,g1,1604,10,0.058784146030974496,0.062385490706781635,0.03572986791652967
83,2,11,real,1604,10,0.09019650292186962,0.07957844719506604,0.032472973056540046
83,2,11,g0,1604,10,0.0155007436518911,-0.07298716107046613,-0.09310899171489054
83,2,11,g1,1604,10,0.041485065442140215,0.013105965970718798,0.05321139460590242
83,2,29,real,1604,10,0.09001306024223904,0.07249316407868123,0.04776714286270106
83,2,29,g0,1604,10,0.029536130805587958,-0.09100119082386672,-0.07489906480185472
83,2,29,g1,1604,10,0.0662867676325983,0.035421917433103946,0.06178749389130525
83,2,47,real,1604,10,0.08517312935029667,0.09536932692535852,0.06654941190307975
83,2,47,g0,1604,10,0.04036801381144206,-0.07907273409726645,-0.08930490644591726
83,2,47,g1,1604,10,0.056069454622640603,0.07243433596484708,-0.06839295556444575
85,1,11,real,2190,22,0.2593090861760643,0.09688718516820877,0.02654094606525642
85,1,11,g0,2190,22,-0.004344893130352967,0.030328365884404462,-0.029614752925324728
85,1,11,g1,2190,22,0.18927649191996748,0.05203011132426151,0.13621371190079323
85,1,29,real,2190,22,0.26279418871832544,0.10410729480147915,0.03105466247093983
85,1,29,g0,2190,22,0.021416972595406904,0.011466651299280853,-0.03867963157309025
85,1,29,g1,2190,22,0.16072829377347808,0.037947495848185256,0.16910018040999703
85,1,47,real,2190,22,0.24667822530010308,0.09665024611478874,0.02718242386363147
85,1,47,g0,2190,22,0.005609491045055111,0.02769964912349861,-0.03611894369023342
85,1,47,g1,2190,22,0.1440767332130769,0.06318211768261829,0.15186394919058582
85,2,11,real,2190,22,0.2587936809729517,0.09877947985917897,0.029717525585745655
85,2,11,g0,2190,22,-0.011345938565533804,0.035095324950151476,-0.07646832431433004
85,2,11,g1,2190,22,0.19010641253889785,0.05653715679679852,0.08504296362528477
85,2,29,real,2190,22,0.2630367994592697,0.10554771167322059,0.02753396199930293
85,2,29,g0,2190,22,0.017775872553305518,0.018135598692449552,-0.07714878783666851
85,2,29,g1,2190,22,0.1611018027361154,0.0428771802438936,0.11769481885442702
85,2,47,real,2190,22,0.24805894712552476,0.09744009180342295,0.017527782684929678
85,2,47,g0,2190,22,0.0018560575735654394,0.032467964082531164,-0.06514822581874535
85,2,47,g1,2190,22,0.14533408441564935,0.06824654289171547,0.09081085503125871
90,1,11,real,3701,10,0.3279954629835532,0.07646700328202849,0.03399764296817631
90,1,11,g0,3701,10,-0.044277968168453016,-0.021873716292039637,-0.08398559470317993
90,1,11,g1,3701,10,0.20748499652517116,0.01454972471767879,0.09100038793680898
90,1,29,real,3701,10,0.33583134953536586,0.07370110474965576,0.03999661290876662
90,1,29,g0,3701,10,-0.03388220999493933,-0.03391461083175543,-0.08003440978302259
90,1,29,g1,3701,10,0.18321089102268556,-0.005017555022111189,0.09764703200305393
90,1,47,real,3701,10,0.3265680354233682,0.08539951912504179,0.044355528209678086
90,1,47,g0,3701,10,-0.006828124480669161,0.011731569295152287,-0.07503227779406552
90,1,47,g1,3701,10,0.19353924308931408,-0.00802429086956672,0.1554733476961589
90,2,11,real,3701,10,0.3208635418954938,0.08055097361788721,-0.009426329452892401
90,2,11,g0,3701,10,-0.04538235911174152,-0.006750252907389544,-0.16176576944013768
90,2,11,g1,3701,10,0.21158591624849618,0.019529622700833117,0.003721259578813788
90,2,29,real,3701,10,0.3298421922315764,0.08033100845884769,-0.003272382016538585
90,2,29,g0,3701,10,-0.03213005353353219,-0.015397800550532671,-0.14993067409531083
90,2,29,g1,3701,10,0.18228538986098994,0.01001676457094423,0.017173098879818473
90,2,47,real,3701,10,0.3235874627901111,0.08818355460478916,-0.017288728363786865
90,2,47,g0,3701,10,0.0017451046471584544,0.016207387803176286,-0.15101707717567206
90,2,47,g1,3701,10,0.19212601660319878,0.005595924845611168,0.04694490535563223
91,1,11,real,1322,19,0.20021207397116084,0.11615269789554133,-0.0034517782994158966
91,1,11,g0,1322,19,0.06382513627378335,0.026540543325110095,-0.0248846349036315
91,1,11,g1,1322,19,0.1271189667345166,0.09006542739838669,0.08972151456124872
91,1,29,real,1322,19,0.18157181899684874,0.1142377149607858,0.024484406508923452
91,1,29,g0,1322,19,0.04595715079769811,0.015176901065365603,-0.02120497275705498
91,1,29,g1,1322,19,0.09967847747241544,0.07321734212528604,0.19013762191468675
91,1,47,real,1322,19,0.19003578758012518,0.11546822931142675,0.02403326361312282
91,1,47,g0,1322,19,0.04490631628038377,0.03324219384377497,-0.02349661558134425
91,1,47,g1,1322,19,0.11236592229810839,0.08662901115735927,0.1349265703113368
91,2,11,real,1322,19,0.19470151402266284,0.11805932292466725,-7.036458344250639e-05
91,2,11,g0,1322,19,0.053161432710323905,0.031864279523235596,-0.044940433548767325
91,2,11,g1,1322,19,0.1264904348143952,0.09772809473630874,0.02863620930660939
91,2,29,real,1322,19,0.17691638568750612,0.11599471295820712,0.016164454113608062
91,2,29,g0,1322,19,0.02884395255234697,0.019547335139054173,-0.042877940005182115
91,2,29,g1,1322,19,0.09990398229922076,0.07476538937700024,0.13094724508368122
91,2,47,real,1322,19,0.18615684511084263,0.11772845688850543,0.01932683796605546
91,2,47,g0,1322,19,0.033998162393145286,0.040350489418867985,-0.03274993127683973
91,2,47,g1,1322,19,0.11335456119545037,0.08890354129999742,0.08212955854311857
92,1,11,real,3593,18,0.19886141118371337,0.08405198777975886,-0.013026139377181112
92,1,11,g0,3593,18,0.02586230944852426,0.029087357416971233,-0.023248665775230194
92,1,11,g1,3593,18,0.11652915736074845,0.09908880404868423,0.10361577200002745
92,1,29,real,3593,18,0.1767643931927369,0.0912687187905145,-0.0047800182941865055
92,1,29,g0,3593,18,0.021170955296646345,0.02614063484279259,-0.02072128230985111
92,1,29,g1,3593,18,0.12595218198826524,0.05628448459115816,0.12016684564207643
92,1,47,real,3593,18,0.17902972492440467,0.09784851097766895,-0.013344248097662104
92,1,47,g0,3593,18,0.03455204462444951,0.02750102320782651,-0.018359991038858527
92,1,47,g1,3593,18,0.09293823917366265,0.11395992851299261,0.13885248005634362
92,2,11,real,3593,18,0.1970910284801496,0.08989170524872403,-0.026070351042284428
92,2,11,g0,3593,18,0.00668705220468916,0.035355204692516386,-0.03910711329852547
92,2,11,g1,3593,18,0.11375550038182015,0.1041830339569148,0.04714295303416295
92,2,29,real,3593,18,0.17417565019864154,0.09607473119366469,-0.01880986708477946
92,2,29,g0,3593,18,0.003967123370282582,0.03189462633476784,-0.03329027766163718
92,2,29,g1,3593,18,0.12445397388559046,0.059900441724968695,0.05230647122177148
92,2,47,real,3593,18,0.17584980632348593,0.10197171648660594,-0.0230874384351686
92,2,47,g0,3593,18,0.014533265244415615,0.034048577252607015,-0.039270101994344275
92,2,47,g1,3593,18,0.09156256100498356,0.11277305170618136,0.08737286499828391
93,1,11,real,3228,21,0.2353354890557894,0.12308113878974751,0.025655991345961634
93,1,11,g0,3228,21,0.041063272981149826,0.04220725280451494,-0.021182700149336466
93,1,11,g1,3228,21,0.12514393877958735,0.055881318642193936,0.18438101754085345
93,1,29,real,3228,21,0.24434833707098327,0.11600288105388853,0.02452941219782976
93,1,29,g0,3228,21,0.03986732288506169,0.038088578571777845,-0.029405577979515964
93,1,29,g1,3228,21,0.1684555366576339,0.03781888989361733,0.16059801032384435
93,1,47,real,3228,21,0.2451616970045098,0.1072983771992646,0.03802962929584243
93,1,47,g0,3228,21,0.043091759382353045,0.04194591674530779,-0.016765620028257155
93,1,47,g1,3228,21,0.15086918930464693,0.08700149036816347,0.13008485830503408
93,2,11,real,3228,21,0.23366818343653908,0.12206225326393963,0.022581948823648758
93,2,11,g0,3228,21,0.027382627887795587,0.04533820149988669,-0.034397933259185234
93,2,11,g1,3228,21,0.12428801927675924,0.05870341686326496,0.12833259875580805
93,2,29,real,3228,21,0.24281536592972677,0.11801827355997604,0.01783102673488588
93,2,29,g0,3228,21,0.027938411413991816,0.04268640545375,-0.038203542742213395
93,2,29,g1,3228,21,0.16343450082658537,0.04036525291611407,0.11878583892556935
93,2,47,real,3228,21,0.24298248892805213,0.10880704232006966,0.028708437670012462
93,2,47,g0,3228,21,0.027943238892492284,0.04707176767740806,-0.03179276316732016
93,2,47,g1,3228,21,0.1502449403976167,0.08786640162725802,0.08834953386862184
96,1,11,real,2342,19,0.13098608345776822,0.13879780448163812,0.026681563758551775
96,1,11,g0,2342,19,0.01439251436000612,0.013822612315828448,-0.005640133394117045
96,1,11,g1,2342,19,0.09012939258596754,0.06823956274518246,0.15594051011183174
96,1,29,real,2342,19,0.1306270642497332,0.12604893678403767,0.02193580215594378
96,1,29,g0,2342,19,0.0015556991824177324,0.01846247472202946,-0.018233533875419074
96,1,29,g1,2342,19,0.08697608312298816,0.09508022034344438,0.11875080171097208
96,1,47,real,2342,19,0.12523305635830226,0.13115891617013023,0.020885256158611233
96,1,47,g0,2342,19,-0.008442409612825847,0.01984005985001911,-0.016113912073948373
96,1,47,g1,2342,19,0.04768582845905858,0.08990563495528045,0.15795212377719678
96,2,11,real,2342,19,0.13015880679649242,0.1357219399543618,0.02302053467687907
96,2,11,g0,2342,19,0.006059878477840267,0.016462991798094774,-0.013938422007660062
96,2,11,g1,2342,19,0.0890708113916151,0.06996163323934684,0.1116656031625532
96,2,29,real,2342,19,0.12876937709310113,0.1253074387505699,0.016792048283818285
96,2,29,g0,2342,19,-0.006198896649087588,0.023384581915237436,-0.01739643662060277
96,2,29,g1,2342,19,0.08376375033691624,0.09718778266137784,0.06779178660716273
96,2,47,real,2342,19,0.1253231591558363,0.13032675756041578,0.0019677312469055797
96,2,47,g0,2342,19,-0.016222493065691807,0.023398407152389868,-0.019865752071770233
96,2,47,g1,2342,19,0.04741759308689966,0.09194306514145364,0.1048510494685436
