q,gate_free,arm,seed,C
90,False,perm_free,47,-0.001560150402570959
90,False,perm_count,47,-0.00022990110077480974
90,False,perm_pattern,47,-1.9896409353403754e-05
90,True,real,11,-0.00013049361645334212
90,True,perm_free,11,-0.0005011705726418736
90,True,perm_count,11,0.00026186130273953
90,True,perm_pattern,11,-0.0022439743364073284
90,True,real,29,0.00071842769622954
90,True,perm_free,29,-0.0017451828933101599
90,True,perm_count,29,-0.0014748425292349099
90,True,perm_pattern,29,-0.000996478799068945
90,True,real,47,-0.0007452387969012486
90,True,perm_free,47,-0.0012229457648338382
90,True,perm_count,47,-0.0011146067187115527
90,True,perm_pattern,47,0.00010272637979924504
92,False,real,11,0.035044165250434745
92,False,perm_free,11,-0.0008426711934667042
92,False,perm_count,11,-0.0008326355413497133
92,False,perm_pattern,11,-0.0015367587568051455
92,False,real,29,0.031394263632011477
92,False,perm_free,29,-0.001254144448412986
92,False,perm_count,29,-0.0014727012401580808
92,False,perm_pattern,29,-0.00027816763825216917
92,False,real,47,0.03451510553724246
92,False,perm_free,47,0.00015219336150140705
92,False,perm_count,47,-0.0006833112090054438
92,False,perm_pattern,47,-0.0013152673500126388
92,True,real,11,0.01868495976544715
92,True,perm_free,11,-0.000766020894238717
92,True,perm_count,11,-0.0022525109491976503
92,True,perm_pattern,11,-0.0016650132720675836
92,True,real,29,0.014905759156390919
92,True,perm_free,29,-0.0014337772087252842
92,True,perm_count,29,-0.0010738610233245183
92,True,perm_pattern,29,5.500052661355781e-05
92,True,real,47,0.0189614423852148
92,True,perm_free,47,0.00044334232149012553
92,True,perm_count,47,-0.000702806490829766
92,True,perm_pattern,47,-0.0016378182314534806
93,False,real,11,0.05242124003090021
93,False,perm_free,11,-0.0011609304652137054
93,False,perm_count,11,-0.0028124814403837073
93,False,perm_pattern,11,-0.0009889521488160025
93,False,real,29,0.05393411902351697
93,False,perm_free,29,-0.0024495779632448533
93,False,perm_count,29,-0.00032613860418628793
93,False,perm_pattern,29,-0.0007720265936586035
93,False,real,47,0.058969769400308736
93,False,perm_free,47,-0.0027430888966963884
93,False,perm_count,47,-0.0002923689044486144
93,False,perm_pattern,47,-0.0004562829647333233
93,True,real,11,0.029106924332745754
93,True,perm_free,11,-0.0011756564844728201
93,True,perm_count,11,-0.002489651384749658
93,True,perm_pattern,11,-0.0006582797298076981
93,True,real,29,0.03227439422133127
93,True,perm_free,29,-0.0024605267480487525
93,True,perm_count,29,-0.0010305424465348878
93,True,perm_pattern,29,-0.0006430624503483973
93,True,real,47,0.03579887261473291
93,True,perm_free,47,-0.002943430113015899
93,True,perm_count,47,-0.000751454765213655
93,True,perm_pattern,47,-0.00034943828335498583
