world,q,Kw,seed,arm,W
real,92,3,29,null,-0.17357206201733033
real,92,5,29,real,-0.10167995443503086
real,92,5,29,null,-0.2857911985608641
real,92,8,29,real,-0.2278247427864446
real,92,8,29,null,-0.4070097500857941
real,92,12,29,real,-0.37329199933075996
real,92,12,29,null,-0.46867555518077153
real,92,16,29,real,-0.11901788579611472
real,92,16,29,null,-0.07689867234414394
real,92,24,29,real,-2.7755575615628914e-15
real,92,24,29,null,2.220446049250313e-16
real,93,1,11,real,0.03195742109615474
real,93,1,11,null,-0.050786898248080026
real,93,2,11,real,0.026210020405018852
real,93,2,11,null,-0.10016859600668948
real,93,3,11,real,0.017648844011038833
real,93,3,11,null,-0.15295420375223656
real,93,5,11,real,-0.04051051610287759
real,93,5,11,null,-0.21838770622080805
real,93,8,11,real,-0.08017364891103274
real,93,8,11,null,-0.32199126420618385
real,93,12,11,real,-0.17087867123853562
real,93,12,11,null,-0.35345027354840886
real,93,16,11,real,-0.1957578702482793
real,93,16,11,null,-0.30166787983632515
real,93,24,11,real,2.220446049250313e-16
real,93,24,11,null,1.1102230246251565e-16
real,93,1,29,real,0.029994255205520126
real,93,1,29,null,-0.03725707941850065
real,93,2,29,real,0.02380034066260861
real,93,2,29,null,-0.08312784662430794
real,93,3,29,real,0.013423390148625036
real,93,3,29,null,-0.13020984220305953
real,93,5,29,real,-0.04730928639182219
real,93,5,29,null,-0.20801442716734753
real,93,8,29,real,-0.081717761881959
real,93,8,29,null,-0.31020498848147393
real,93,12,29,real,-0.16777270715004444
real,93,12,29,null,-0.3837540794816122
real,93,16,29,real,-0.1917060594232649
real,93,16,29,null,-0.3007617743809917
real,93,24,29,real,4.440892098500626e-16
real,93,24,29,null,4.440892098500626e-16
r2,1,1,11,real,0.1736757467778004
r2,1,1,11,null,-0.07716863734856871
r2,1,2,11,real,0.25659698570930534
r2,1,2,11,null,-0.14299221539494789
r2,1,3,11,real,0.19993171788113262
r2,1,3,11,null,-0.20000799061790442
r2,1,5,11,real,0.11495263886045881
r2,1,5,11,null,-0.3107625755412493
r2,1,8,11,real,-0.015333110226801394
r2,1,8,11,null,-0.4307332195791964
r2,1,12,11,real,-0.16742889762024382
r2,1,12,11,null,-0.4651593429519554
r2,1,16,11,real,3.4416913763379853e-15
r2,1,16,11,null,-2.220446049250313e-16
r2,1,24,11,real,3.4416913763379853e-15
r2,1,24,11,null,-2.220446049250313e-16
r2,1,1,29,real,0.17132081098338892
r2,1,1,29,null,-0.06870487434418382
r2,1,2,29,real,0.24550210955273755
r2,1,2,29,null,-0.14184641059165526
r2,1,3,29,real,0.19162606254881487
r2,1,3,29,null,-0.19777814949750772
r2,1,5,29,real,0.0995837055178499
r2,1,5,29,null,-0.32360875441606285
r2,1,8,29,real,-0.022306912566298687
r2,1,8,29,null,-0.4365239460965593
r2,1,12,29,real,-0.16226946590144986
r2,1,12,29,null,-0.4610089069083745
r2,1,16,29,real,1.3322676295501878e-15
r2,1,16,29,null,0.0
r2,1,24,29,real,1.3322676295501878e-15
r2,1,24,29,null,0.0
r2,4,1,11,real,0.12929011556057535
r2,4,1,11,null,-0.08630655927644593
r2,4,2,11,real,0.14085341052216171
r2,4,2,11,null,-0.17936902985643788
r2,4,3,11,real,0.1120941318297024
r2,4,3,11,null,-0.25120513661464283
r2,4,5,11,real,-0.007247278107710975
r2,4,5,11,null,-0.31975955413495516
r2,4,8,11,real,-0.19640918159760234
r2,4,8,11,null,-0.3508345713803611
r2,4,12,11,real,-0.06851040032037503
r2,4,12,11,null,-0.045911493655495295
r2,4,16,11,real,8.881784197001252e-16
r2,4,16,11,null,1.4432899320127035e-15
r2,4,24,11,real,8.881784197001252e-16
r2,4,24,11,null,1.4432899320127035e-15
r2,4,1,29,real,0.12865974752844322
r2,4,1,29,null,-0.09686568751510105
r2,4,2,29,real,0.13913439733690858
r2,4,2,29,null,-0.20787703609997588
r2,4,3,29,real,0.11494411585682662
r2,4,3,29,null,-0.24543154402359246
r2,4,5,29,real,0.015421227371287594
r2,4,5,29,null,-0.31451556721301566
r2,4,8,29,real,-0.17713844835963888
r2,4,8,29,null,-0.3522692786522633
r2,4,12,29,real,-0.05517785282113474
r2,4,12,29,null,-0.0423464540487114
r2,4,16,29,real,-6.439293542825908e-15
r2,4,16,29,null,-1.1102230246251565e-16
r2,4,24,29,real,-6.439293542825908e-15
r2,4,24,29,null,-1.1102230246251565e-16
r2,7,1,11,real,0.1428274160671087
r2,7,1,11,null,-0.10375535836011696
r2,7,2,11,real,0.13611190809416085
r2,7,2,11,null,-0.2090466413644505
r2,7,3,11,real,0.04463158976301729
r2,7,3,11,null,-0.305553706546571
r2,7,5,11,real,-0.11200561415843269
r2,7,5,11,null,-0.39243604696592427
r2,7,8,11,real,-0.15622498860804335
r2,7,8,11,null,-0.28969794638821744
r2,7,12,11,real,-1.7763568394002505e-15
r2,7,12,11,null,1.3322676295501878e-15
r2,7,16,11,real,-1.7763568394002505e-15
r2,7,16,11,null,1.3322676295501878e-15
r2,7,24,11,real,-1.7763568394002505e-15
r2,7,24,11,null,1.3322676295501878e-15
r2,7,1,29,real,0.15372833126272123
r2,7,1,29,null,-0.09044776612666516
r2,7,2,29,real,0.1153653315506602
r2,7,2,29,null,-0.17990113445587363
r2,7,3,29,real,0.06348625234306604
r2,7,3,29,null,-0.2562437906845727
r2,7,5,29,real,-0.09524075954404165
r2,7,5,29,null,-0.37651837183065506
r2,7,8,29,real,-0.18715329347187049
r2,7,8,29,null,-0.23418229214709618
r2,7,12,29,real,-4.218847493575595e-15
r2,7,12,29,null,-9.992007221626409e-16
r2,7,16,29,real,-4.218847493575595e-15
r2,7,16,29,null,-9.992007221626409e-16
r2,7,24,29,real,-4.218847493575595e-15
r2,7,24,29,null,-9.992007221626409e-16
r2,8,1,11,real,0.13880607264790523
r2,8,1,11,null,-0.11268523511629569
r2,8,2,11,real,0.10862932475736742
r2,8,2,11,null,-0.2033096140318189
r2,8,3,11,real,-0.008954876399754008
r2,8,3,11,null,-0.28813770364599733
r2,8,5,11,real,-0.09406356129303006
r2,8,5,11,null,-0.43813593011769214
r2,8,8,11,real,-0.11256030660868932
r2,8,8,11,null,-0.17869793701746728
r2,8,12,11,real,-2.220446049250313e-15
r2,8,12,11,null,-6.661338147750939e-16
r2,8,16,11,real,-2.220446049250313e-15
r2,8,16,11,null,-6.661338147750939e-16
r2,8,24,11,real,-2.220446049250313e-15
r2,8,24,11,null,-6.661338147750939e-16
r2,8,1,29,real,0.1291981919492926
r2,8,1,29,null,-0.12613920417779534
r2,8,2,29,real,0.11457433514603621
r2,8,2,29,null,-0.19193766479198215
r2,8,3,29,real,-0.0010457751647572344
r2,8,3,29,null,-0.31426551303129124
r2,8,5,29,real,-0.1306087588505087
r2,8,5,29,null,-0.4506733449488265
r2,8,8,29,real,-0.16427677279383457
r2,8,8,29,null,-0.23828533989295986
r2,8,12,29,real,-1.1102230246251565e-15
r2,8,12,29,null,4.440892098500626e-16
r2,8,16,29,real,-1.1102230246251565e-15
r2,8,16,29,null,4.440892098500626e-16
r2,8,24,29,real,-1.1102230246251565e-15
r2,8,24,29,null,4.440892098500626e-16
r2,13,1,11,real,0.11971619268707945
r2,13,1,11,null,-0.07644745211287785
r2,13,2,11,real,0.18945309210143602
r2,13,2,11,null,-0.12398735427191832
r2,13,3,11,real,0.14268513882979095
r2,13,3,11,null,-0.1618349934588066
r2,13,5,11,real,0.05545462759101316
r2,13,5,11,null,-0.26525908101023843
r2,13,8,11,real,-0.06781158668398468
r2,13,8,11,null,-0.39401601065665326
r2,13,12,11,real,-0.21996291729797735
r2,13,12,11,null,-0.5185547343669286
r2,13,16,11,real,-0.26632985512179075
r2,13,16,11,null,-0.4359536921016052
r2,13,24,11,real,2.4424906541753444e-15
r2,13,24,11,null,1.2212453270876722e-15
r2,13,1,29,real,0.11705138975262952
r2,13,1,29,null,-0.08074258774697518
r2,13,2,29,real,0.1841163644888434
r2,13,2,29,null,-0.127784890546092
r2,13,3,29,real,0.13949055842413405
r2,13,3,29,null,-0.1815668024830389
r2,13,5,29,real,0.046768896720651765
r2,13,5,29,null,-0.2773395534100721
r2,13,8,29,real,-0.09183969539054104
r2,13,8,29,null,-0.40731180878294626
r2,13,12,29,real,-0.23725554886613098
r2,13,12,29,null,-0.49538289245471
r2,13,16,29,real,-0.2783907393189349
r2,13,16,29,null,-0.38489359380665233
r2,13,24,29,real,4.551914400963142e-15
r2,13,24,29,null,-1.1102230246251565e-16
r2,17,1,11,real,0.0863065309582236
r2,17,1,11,null,-0.14035261645119235
r2,17,2,11,real,0.13596969706650908
r2,17,2,11,null,-0.2365967158144482
r2,17,3,11,real,0.04715439427920054
r2,17,3,11,null,-0.3328860967332681
r2,17,5,11,real,-0.07763609959875173
r2,17,5,11,null,-0.42946448127932335
r2,17,8,11,real,-0.18156205051100827
r2,17,8,11,null,-0.2401157659367883
r2,17,12,11,real,8.881784197001252e-16
r2,17,12,11,null,0.0
r2,17,16,11,real,8.881784197001252e-16
r2,17,16,11,null,0.0
r2,17,24,11,real,8.881784197001252e-16
r2,17,24,11,null,0.0
r2,17,1,29,real,0.1158958984046643
r2,17,1,29,null,-0.17443979272325727
r2,17,2,29,real,0.15969016985549467
r2,17,2,29,null,-0.27997445778880525
r2,17,3,29,real,0.05798747824067274
r2,17,3,29,null,-0.3690953745574461
r2,17,5,29,real,-0.06334694523968531
r2,17,5,29,null,-0.3729091994798299
r2,17,8,29,real,-0.18290468757042722
r2,17,8,29,null,-0.22630974530817594
r2,17,12,29,real,4.440892098500626e-16
r2,17,12,29,null,4.440892098500626e-16
r2,17,16,29,real,4.440892098500626e-16
r2,17,16,29,null,4.440892098500626e-16
r2,17,24,29,real,4.440892098500626e-16
r2,17,24,29,null,4.440892098500626e-16
r2,19,1,11,real,0.09205000302749033
r2,19,1,11,null,-0.06677253976196351
r2,19,2,11,real,0.14119094474466876
r2,19,2,11,null,-0.12232585845591004
r2,19,3,11,real,0.08550728339390168
r2,19,3,11,null,-0.18510507941804544
r2,19,5,11,real,0.004175979949984643
r2,19,5,11,null,-0.2886163776926097
r2,19,8,11,real,-0.12577554142152414
r2,19,8,11,null,-0.41096714442086146
r2,19,12,11,real,-0.31146577670319153
r2,19,12,11,null,-0.5738640214659095
r2,19,16,11,real,-0.3005675489766032
r2,19,16,11,null,-0.5174906211286104
r2,19,24,11,real,-6.661338147750939e-16
r2,19,24,11,null,0.0
r2,19,1,29,real,0.07391498774748739
r2,19,1,29,null,-0.06485187111459056
r2,19,2,29,real,0.13728500574459956
r2,19,2,29,null,-0.12737954331030255
r2,19,3,29,real,0.08477065668369443
r2,19,3,29,null,-0.18605298167434892
r2,19,5,29,real,-0.0063926506071787514
r2,19,5,29,null,-0.279372958942825
r2,19,8,29,real,-0.1600459769036856
r2,19,8,29,null,-0.4261696462665435
r2,19,12,29,real,-0.31741897794299867
r2,19,12,29,null,-0.5755601681916668
r2,19,16,29,real,-0.32411141216128436
r2,19,16,29,null,-0.5108775970334166
r2,19,24,29,real,0.0
r2,19,24,29,null,8.881784197001252e-16
r2,29,1,11,real,0.1256367434638026
r2,29,1,11,null,-0.05485226464867332
r2,29,2,11,real,0.20873595103892695
r2,29,2,11,null,-0.1127922108797077
r2,29,3,11,real,0.1530395695109752
r2,29,3,11,null,-0.16538055293195852
r2,29,5,11,real,0.08119623298559264
r2,29,5,11,null,-0.26298818295591775
r2,29,8,11,real,-0.028382891390050347
r2,29,8,11,null,-0.38695748629483684
r2,29,12,11,real,-0.15441328351455974
r2,29,12,11,null,-0.5094621278516469
r2,29,16,11,real,-0.2564938426209935
r2,29,16,11,null,-0.5066753675721409
r2,29,24,11,real,-1.7763568394002505e-15
r2,29,24,11,null,-4.440892098500626e-16
r2,29,1,29,real,0.12450688742502491
r2,29,1,29,null,-0.06499820112506427
r2,29,2,29,real,0.20708568440930986
r2,29,2,29,null,-0.12283790853917986
r2,29,3,29,real,0.14445349200723157
r2,29,3,29,null,-0.18131142022813507
r2,29,5,29,real,0.07872869416335082
r2,29,5,29,null,-0.28006415614574875
r2,29,8,29,real,-0.035884858039365364
r2,29,8,29,null,-0.3868942702670709
r2,29,12,29,real,-0.1601170529054915
r2,29,12,29,null,-0.5148793893908769
r2,29,16,29,real,-0.25074495175428446
r2,29,16,29,null,-0.48803590869763747
r2,29,24,29,real,-1.3322676295501878e-15
r2,29,24,29,null,7.771561172376096e-16
r5,1,1,11,real,0.1215280959208418
r5,1,1,11,null,-0.07498042572290764
r5,1,2,11,real,0.23319122210724086
r5,1,2,11,null,-0.15085690941468388
r5,1,3,11,real,0.2831229288539666
r5,1,3,11,null,-0.214068317258848
r5,1,5,11,real,0.29945494633043046
r5,1,5,11,null,-0.3292352359107462
r5,1,8,11,real,0.1232030742805661
r5,1,8,11,null,-0.45551982769175803
r5,1,12,11,real,-0.12138043373163665
r5,1,12,11,null,-0.5562883252549098
r5,1,16,11,real,-5.995204332975845e-15
r5,1,16,11,null,-2.220446049250313e-16
r5,1,24,11,real,-5.995204332975845e-15
r5,1,24,11,null,-2.220446049250313e-16
r5,1,1,29,real,0.11772942955108212
r5,1,1,29,null,-0.07503060081912616
r5,1,2,29,real,0.22964907891299868
r5,1,2,29,null,-0.1436389083231775
r5,1,3,29,real,0.2803327190280842
r5,1,3,29,null,-0.20943695963522724
r5,1,5,29,real,0.30391151099129765
r5,1,5,29,null,-0.31457971382045047
r5,1,8,29,real,0.12188898585665853
r5,1,8,29,null,-0.4604825522430598
r5,1,12,29,real,-0.13001002549800145
r5,1,12,29,null,-0.5537744416798847
r5,1,16,29,real,-6.661338147750939e-15
r5,1,16,29,null,0.0
r5,1,24,29,real,-6.661338147750939e-15
r5,1,24,29,null,0.0
r5,4,1,11,real,0.17200196986677851
r5,4,1,11,null,-0.08352797925274524
r5,4,2,11,real,0.22418630190757238
r5,4,2,11,null,-0.16238525974538964
r5,4,3,11,real,0.28297093987104593
r5,4,3,11,null,-0.21848083523006911
r5,4,5,11,real,0.25889055515476234
r5,4,5,11,null,-0.3510793304083031
r5,4,8,11,real,0.04679547703093623
r5,4,8,11,null,-0.47621418547343763
r5,4,12,11,real,-0.13745920426544744
r5,4,12,11,null,-0.3826502386966466
r5,4,16,11,real,2.220446049250313e-15
r5,4,16,11,null,0.0
r5,4,24,11,real,2.220446049250313e-15
r5,4,24,11,null,0.0
r5,4,1,29,real,0.17369089159341444
r5,4,1,29,null,-0.09647650835308563
r5,4,2,29,real,0.2308506780022911
r5,4,2,29,null,-0.18369014401921913
r5,4,3,29,real,0.28684098767915966
r5,4,3,29,null,-0.2538167021527724
r5,4,5,29,real,0.26722707120305267
r5,4,5,29,null,-0.33779148367382716
r5,4,8,29,real,0.053831349383610894
r5,4,8,29,null,-0.4855449863298822
r5,4,12,29,real,-0.17037832464791314
r5,4,12,29,null,-0.35989570480867394
r5,4,16,29,real,-5.995204332975845e-15
r5,4,16,29,null,-2.220446049250313e-16
r5,4,24,29,real,-5.995204332975845e-15
r5,4,24,29,null,-2.220446049250313e-16
r5,7,1,11,real,0.08895254216628234
r5,7,1,11,null,-0.1282760847279547
r5,7,2,11,real,0.11564010786035006
r5,7,2,11,null,-0.21091494862116367
r5,7,3,11,real,0.1304188699218739
r5,7,3,11,null,-0.33033727042402194
r5,7,5,11,real,0.047604762735214745
r5,7,5,11,null,-0.4322093200358741
r5,7,8,11,real,-0.10753794691352492
r5,7,8,11,null,-0.3901545882162847
r5,7,12,11,real,9.992007221626409e-15
r5,7,12,11,null,-4.440892098500626e-16
r5,7,16,11,real,9.992007221626409e-15
r5,7,16,11,null,-4.440892098500626e-16
r5,7,24,11,real,9.992007221626409e-15
r5,7,24,11,null,-4.440892098500626e-16
r5,7,1,29,real,0.09641503278887553
r5,7,1,29,null,-0.09724434732550935
r5,7,2,29,real,0.14428790464503627
r5,7,2,29,null,-0.21168068900804426
r5,7,3,29,real,0.15789349380897588
r5,7,3,29,null,-0.2838049771321345
r5,7,5,29,real,0.10627403525359469
r5,7,5,29,null,-0.43822094189890914
r5,7,8,29,real,-0.07065803758112432
r5,7,8,29,null,-0.3673952294416394
r5,7,12,29,real,-2.886579864025407e-15
r5,7,12,29,null,-2.886579864025407e-15
r5,7,16,29,real,-2.886579864025407e-15
r5,7,16,29,null,-2.886579864025407e-15
r5,7,24,29,real,-2.886579864025407e-15
r5,7,24,29,null,-2.886579864025407e-15
r5,8,1,11,real,0.1634285424675691
r5,8,1,11,null,-0.1264877475077102
r5,8,2,11,real,0.1797717034880254
r5,8,2,11,null,-0.20402568477600136
r5,8,3,11,real,0.16266241021743666
r5,8,3,11,null,-0.2834408288315573
r5,8,5,11,real,0.07110676671200555
r5,8,5,11,null,-0.41860205568204156
r5,8,8,11,real,-0.14836347338479805
r5,8,8,11,null,-0.36177567979451886
r5,8,12,11,real,-4.218847493575595e-15
r5,8,12,11,null,0.0
r5,8,16,11,real,-4.218847493575595e-15
r5,8,16,11,null,0.0
r5,8,24,11,real,-4.218847493575595e-15
r5,8,24,11,null,0.0
r5,8,1,29,real,0.1580905931920119
r5,8,1,29,null,-0.12942658073853175
r5,8,2,29,real,0.16814902369518347
r5,8,2,29,null,-0.24806932732821063
r5,8,3,29,real,0.17314970177925004
r5,8,3,29,null,-0.34781681102951545
r5,8,5,29,real,0.10317175943795975
r5,8,5,29,null,-0.4502079688982108
r5,8,8,29,real,-0.1362160582307137
r5,8,8,29,null,-0.4087456959060669
r5,8,12,29,real,8.215650382226158e-15
r5,8,12,29,null,4.440892098500626e-16
r5,8,16,29,real,8.215650382226158e-15
r5,8,16,29,null,4.440892098500626e-16
r5,8,24,29,real,8.215650382226158e-15
r5,8,24,29,null,4.440892098500626e-16
r5,13,1,11,real,0.07537710053759428
r5,13,1,11,null,-0.06482217537878321
r5,13,2,11,real,0.16165474271019875
r5,13,2,11,null,-0.11801288106437968
r5,13,3,11,real,0.23360941360468457
r5,13,3,11,null,-0.16856737239347308
r5,13,5,11,real,0.28256711795535383
r5,13,5,11,null,-0.25908186227844787
r5,13,8,11,real,0.135594052014
r5,13,8,11,null,-0.41398825608022194
r5,13,12,11,real,-0.101712337226596
r5,13,12,11,null,-0.5528600700735866
r5,13,16,11,real,-0.2262514193563041
r5,13,16,11,null,-0.5414722410388211
r5,13,24,11,real,9.992007221626409e-16
r5,13,24,11,null,3.3306690738754696e-16
r5,13,1,29,real,0.07878525127699987
r5,13,1,29,null,-0.0765581309088963
r5,13,2,29,real,0.1560234305666578
r5,13,2,29,null,-0.12866577737553686
r5,13,3,29,real,0.22974577978101673
r5,13,3,29,null,-0.18097240070958387
r5,13,5,29,real,0.27202894322022364
r5,13,5,29,null,-0.2828115526183692
r5,13,8,29,real,0.12508796316069715
r5,13,8,29,null,-0.4359836350935571
r5,13,12,29,real,-0.10473158755223744
r5,13,12,29,null,-0.5898251753574346
r5,13,16,29,real,-0.2200451099765235
r5,13,16,29,null,-0.5297946087645582
r5,13,24,29,real,8.881784197001252e-16
r5,13,24,29,null,-4.440892098500626e-16
r5,17,1,11,real,-0.01984458042814219
r5,17,1,11,null,-0.09487910587776827
r5,17,2,11,real,-0.03348872363862809
r5,17,2,11,null,-0.20275601292876977
r5,17,3,11,real,-0.006014704512536717
r5,17,3,11,null,-0.2633665157177332
r5,17,5,11,real,-0.044105918259472965
r5,17,5,11,null,-0.4076411333064558
r5,17,8,11,real,-0.15083330966762665
r5,17,8,11,null,-0.3724404618888695
r5,17,12,11,real,-2.220446049250313e-16
r5,17,12,11,null,-3.3306690738754696e-16
r5,17,16,11,real,-2.220446049250313e-16
r5,17,16,11,null,-3.3306690738754696e-16
r5,17,24,11,real,-2.220446049250313e-16
r5,17,24,11,null,-3.3306690738754696e-16
r5,17,1,29,real,0.009317161503316851
r5,17,1,29,null,-0.09768855240075447
r5,17,2,29,real,0.01580894836598723
r5,17,2,29,null,-0.19892473076972927
r5,17,3,29,real,0.0017252809759850107
r5,17,3,29,null,-0.26568539109542977
r5,17,5,29,real,0.009025991324614457
r5,17,5,29,null,-0.4059820146049651
r5,17,8,29,real,-0.14799994586828902
r5,17,8,29,null,-0.31259521299393334
r5,17,12,29,real,-2.3314683517128287e-15
r5,17,12,29,null,0.0
r5,17,16,29,real,-2.3314683517128287e-15
r5,17,16,29,null,0.0
r5,17,24,29,real,-2.3314683517128287e-15
r5,17,24,29,null,0.0
r5,19,1,11,real,0.0835745898574195
r5,19,1,11,null,-0.06486933566406483
r5,19,2,11,real,0.17511922755711817
r5,19,2,11,null,-0.1425189036497967
r5,19,3,11,real,0.2835495232207049
r5,19,3,11,null,-0.20130889737765645
r5,19,5,11,real,0.2954332810969933
r5,19,5,11,null,-0.3065244754244265
r5,19,8,11,real,0.14537622431869757
r5,19,8,11,null,-0.4224877149362485
r5,19,12,11,real,-0.08263917745996252
r5,19,12,11,null,-0.5648088453046296
r5,19,16,11,real,-0.20071250436531984
r5,19,16,11,null,-0.5173201160361109
r5,19,24,11,real,-8.104628079763643e-15
r5,19,24,11,null,2.220446049250313e-16
r5,19,1,29,real,0.07250733530596021
r5,19,1,29,null,-0.06566541316218233
r5,19,2,29,real,0.15689319886739084
r5,19,2,29,null,-0.1206883368274092
r5,19,3,29,real,0.2658864036450015
r5,19,3,29,null,-0.1887514147493956
r5,19,5,29,real,0.2828499471469871
r5,19,5,29,null,-0.29693972875252106
r5,19,8,29,real,0.13118070945465865
r5,19,8,29,null,-0.42942162749456725
r5,19,12,29,real,-0.08606771265364332
r5,19,12,29,null,-0.5538611186833946
r5,19,16,29,real,-0.2277507630798974
r5,19,16,29,null,-0.5352197423873233
r5,19,24,29,real,-9.43689570931383e-15
r5,19,24,29,null,2.220446049250313e-16
r5,29,1,11,real,0.07568986242553277
r5,29,1,11,null,-0.05540649599029679
r5,29,2,11,real,0.1417041158247806
r5,29,2,11,null,-0.11612812850062981
r5,29,3,11,real,0.18202604328501681
r5,29,3,11,null,-0.18091790373118555
r5,29,5,11,real,0.25412299207525113
r5,29,5,11,null,-0.2821995693172489
r5,29,8,11,real,0.13575687436362038
r5,29,8,11,null,-0.3958699596627063
r5,29,12,11,real,-0.02428239662478482
r5,29,12,11,null,-0.5384991931786379
r5,29,16,11,real,-0.21199028280784982
r5,29,16,11,null,-0.6365052578425846
r5,29,24,11,real,-2.1094237467877974e-15
r5,29,24,11,null,0.0
r5,29,1,29,real,0.07376954853822792
r5,29,1,29,null,-0.06009391253812668
r5,29,2,29,real,0.14327164415115723
r5,29,2,29,null,-0.12149662002003392
r5,29,3,29,real,0.18356201541514916
r5,29,3,29,null,-0.18064328938821872
r5,29,5,29,real,0.2512653473569493
r5,29,5,29,null,-0.2693886274592793
r5,29,8,29,real,0.12731282193863647
r5,29,8,29,null,-0.3818943598724934
r5,29,12,29,real,-0.04363268301243872
r5,29,12,29,null,-0.5140368628921171
r5,29,16,29,real,-0.20175478208103836
r5,29,16,29,null,-0.6030372381894072
r5,29,24,29,real,-1.5543122344752192e-15
r5,29,24,29,null,0.0
